id	placeName	QID	dvp_id	coordinate location
dvp_066_place_0	Rauner Special Collections Library	Q98544730		43.70447,-72.28817
dvp_066_place_1	Silver Spring	Q755741		39.002441,-77.020791
dvp_066_place_2	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_066_place_3	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_066_place_4	Vietnam	Q881		16,108
dvp_066_place_5	Utah	Q829		39.5,-111.5
dvp_066_place_6	Pennsylvania	Q103771030		58.74734655994511,-3.067697758587727
dvp_066_place_7	Utah	Q829		39.5,-111.5
dvp_066_place_8	Ogden	Q52471		41.227777777778,-111.96111111111
dvp_066_place_9	Indiana	Q1184769		40.6211,-79.155
dvp_066_place_10	Utah	Q829		39.5,-111.5
dvp_066_place_11	Indiana	Q1184769		40.6211,-79.155
dvp_066_place_12	Oak Park	Q331397		41.883333333333,-87.8
dvp_066_place_13	Chicago	Q1297		41.881944444444,-87.627777777778
dvp_066_place_14	Wisconsin	Q8027102		42.5327,-87.7087
dvp_066_place_15	West Chicago	Q580487		41.9021603,-88.2419807
dvp_066_place_16	West Side, Chicago	Q3567445		41.8671,-87.6216
dvp_066_place_17	Milwaukee	Q37836		43.05,-87.95
dvp_066_place_18	Wauwatosa	Q1006865		43.058888888889,-88.026111111111
dvp_066_place_19	New York City	Q60		40.712728,-74.006015
dvp_066_place_20	Pleasantville	Q1084372		39.3888,-74.5143
dvp_066_place_21	Armonk	Q688830		41.128611111111,-73.707777777778
dvp_066_place_22	New York City	Q60		40.712728,-74.006015
dvp_066_place_23	Wauwatosa	Q1006865		43.058888888889,-88.026111111111
dvp_066_place_24	Wauwatosa	Q1006865		43.058888888889,-88.026111111111
dvp_066_place_25	Baltimore	Q5092		39.286388888889,-76.615
dvp_066_place_26	Pleasantville	Q1084372		39.3888,-74.5143
dvp_066_place_27	Milwaukee	Q37836		43.05,-87.95
dvp_066_place_28	Copper Ridge [Memory Care]		dvp_1082	39.3787942776074, -76.97569628933854
dvp_066_place_29	Milwaukee	Q37836		43.05,-87.95
dvp_066_place_30	Wauwatosa	Q1006865		43.058888888889,-88.026111111111
dvp_066_place_31	Milwaukee	Q37836		43.05,-87.95
dvp_066_place_32	Chicago	Q1297		41.881944444444,-87.627777777778
dvp_066_place_33	New York City	Q60		40.712728,-74.006015
dvp_066_place_34	Baltimore	Q5092		39.286388888889,-76.615
dvp_066_place_35	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_066_place_36	White House	Q35525		38.897669444444,-77.03655
dvp_066_place_37	Vermont	Q16551		44,-72.7
dvp_066_place_38	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_066_place_39	Vietnam	Q881		16,108
dvp_066_place_40	Wisconsin	Q8027102		42.5327,-87.7087
dvp_066_place_41	Canada	Q16		56,-109
dvp_066_place_42	Fort Sam Houston	Q1438706		29.4763,-98.4308
dvp_066_place_43	Fort Knox	Q8962067		37.89278,-85.97444
dvp_066_place_44	Kentucky	Q1603		37.5,-85
dvp_066_place_45	Elizabethtown	Q946319		37.7,-85.866666666667
dvp_066_place_46	Fort Knox	Q8962067		37.89278,-85.97444
dvp_066_place_47	Vietnam	Q881		16,108
dvp_066_place_48	Fort Sam Houston	Q1438706		29.4763,-98.4308
dvp_066_place_49	Vietnam	Q881		16,108
dvp_066_place_50	Vietnam	Q881		16,108
dvp_066_place_51	Vietnam	Q881		16,108
