id	orgName	QID	dvp_id
dvp_100_org_0	Dartmouth Vietnam Project	Q108871744	
dvp_100_org_1	Sioux	Q107434	
dvp_100_org_2	Todd County High School	Q108881732	
dvp_100_org_3	He Dog School	Q108881734	
dvp_100_org_4	Todd County Elementary School	Q108881737	
dvp_100_org_5	Todd County High School	Q108881732	
dvp_100_org_6	New England Headmasters Association		dvp_0958
dvp_100_org_7	Dartmouth College	Q49116	
dvp_100_org_8	John F. Kennedy Library Foundation	Q57084406	
dvp_100_org_9	Vermont Academy	Q7921670	
dvp_100_org_10	American Government	Q4743917	
dvp_100_org_11	United States Army	Q9212	
dvp_100_org_12	A Better Chance	Q25469497	
dvp_100_org_13	American Government	Q4743917	
dvp_100_org_14	Brulé	Q992401	
dvp_100_org_15	Federal Government of the United States of America	Q48525	
dvp_100_org_16	504th Infantry Regiment (United States)	Q12052523	
dvp_100_org_17	Vermont Academy	Q7921670	
dvp_100_org_18	United States Army	Q9212	
dvp_100_org_19	Officer Candidate School	Q14319576	
dvp_100_org_20	Officer Candidate School	Q14319576	
dvp_100_org_21	United States Army Special Forces	Q482421	
dvp_100_org_22	8th Infantry Division	Q173964	
dvp_100_org_23	Vermont Academy	Q7921670	
dvp_100_org_24	A Better Chance	Q25469497	
dvp_100_org_25	Dartmouth College	Q49116	
dvp_100_org_26	A Better Chance	Q25469497	
dvp_100_org_27	A Better Chance	Q25469497	
dvp_100_org_28	Dartmouth College	Q49116	
dvp_100_org_29	Vermont Academy	Q7921670	
dvp_100_org_30	Dead Poets Society		
dvp_100_org_31	Vermont Academy	Q7921670	
dvp_100_org_32	Officer Candidate School	Q14319576	
dvp_100_org_33	United States Army	Q9212	
dvp_100_org_34	United States Army	Q9212	
dvp_100_org_35	United States Army	Q9212	
dvp_100_org_36	United States Army	Q9212	
dvp_100_org_37	Officer Candidate School	Q14319576	
dvp_100_org_38	173rd Airborne Brigade	Q198679	
dvp_100_org_39	United States of America	Q30	
dvp_100_org_40	People's Republic of China	Q148	
dvp_100_org_41	Soviet Union	Q15180	
dvp_100_org_42	People's Republic of China	Q148	
dvp_100_org_43	Soviet Union	Q15180	
dvp_100_org_44	United States of America	Q30	
dvp_100_org_45	National Front for the Liberation of South Vietnam	Q174423	
dvp_100_org_46	Republic of Vietnam National Police Field Force	Q7314529	
dvp_100_org_47	Letterman Army Hospital	Q6533682	
dvp_100_org_48	Dartmouth College	Q49116	
dvp_100_org_49	Letterman Army Hospital	Q6533682	
dvp_100_org_50	Pier 1	Q66078388	
dvp_100_org_51	Pier 1	Q66078388	
dvp_100_org_52	Pier 1	Q66078388	
dvp_100_org_53	United States Army	Q9212	
dvp_100_org_54	United States of America	Q30	
dvp_100_org_55	Dartmouth College	Q49116	
dvp_100_org_56	A Better Chance	Q25469497	
dvp_100_org_57	A Better Chance	Q25469497	
dvp_100_org_58	Vermont Academy	Q7921670	
dvp_100_org_59	Dartmouth College	Q49116	
dvp_100_org_60	Dartmouth College	Q49116	
dvp_100_org_61	A Better Chance	Q25469497	
dvp_100_org_62	Dartmouth College	Q49116	
dvp_100_org_63	Vermont Academy	Q7921670	
dvp_100_org_64	Dartmouth College	Q49116	
dvp_100_org_65	United States Army	Q9212	
dvp_100_org_66	Dartmouth College	Q49116	
dvp_100_org_67	Dartmouth College	Q49116	
dvp_100_org_68	Dartmouth College	Q49116	
dvp_100_org_69	Dartmouth College	Q49116	
dvp_100_org_70	Dartmouth College	Q49116	
dvp_100_org_71	Middlebury College	Q1357891	
dvp_100_org_72	Smith College	Q49204	
dvp_100_org_73	Smith College	Q49204	
dvp_100_org_74	Dartmouth College	Q49116	
dvp_100_org_75	Dartmouth College	Q49116	
dvp_100_org_76	Dartmouth College	Q49116	
dvp_100_org_77	Mohawk people	Q116971	
dvp_100_org_78	Dartmouth College	Q49116	
dvp_100_org_79	Dartmouth College	Q49116	
dvp_100_org_80	Dartmouth College	Q49116	
dvp_100_org_81	Dartmouth College	Q49116	
dvp_100_org_82	United States Department of Veterans Affairs	Q592576	
dvp_100_org_83	Soviet Union	Q15180	
dvp_100_org_84	People's Republic of China	Q148	
dvp_100_org_85	Smith College	Q49204	
dvp_100_org_86	Smith College	Q49204	
dvp_100_org_87	Dartmouth College	Q49116	
dvp_100_org_88	Notre Dame Law School	Q7063457	
dvp_100_org_89	Dartmouth College	Q49116	
dvp_100_org_90	Dartmouth College	Q49116	
dvp_100_org_91	Native American visiting committee		dvp_0955
dvp_100_org_92	Dartmouth College	Q49116	
dvp_100_org_93	United States Armed Forces	Q11211	
dvp_100_org_94	United States Armed Forces	Q11211	
dvp_100_org_95	Dartmouth College	Q49116	
dvp_100_org_96	Dartmouth College	Q49116	
dvp_100_org_97	Dartmouth College	Q49116	
dvp_100_org_98	South Dakota Intertribal Court of Appeals	Q108881785	
dvp_100_org_99	Upstate Legal Services		dvp_0956
dvp_100_org_100	Social Security Administration	Q2824618	
dvp_100_org_101	Legal Rights Center		dvp_0957
dvp_100_org_102	Minnesota Board of Public Defense	Q108881766	
dvp_100_org_103	United States of America	Q30	
dvp_100_org_104	United States Marine Corps	Q11218	
dvp_100_org_105	United States Marine Corps	Q11218	
