id	name	QID	dvp_id	start time	end time	point in time
dvp_066_event_0	Vietnam War	Q8740		1955-11-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_066_event_1	Gulf of Tonkin Resolution	Q240352		1964-08-07T00:00:00Z	1964-08-07T00:00:00Z	
dvp_066_event_2	The Holocaust	Q2763		1941-01-01T00:00:00Z	1945-01-01T00:00:00Z	
dvp_066_event_3	March on Washington for Jobs and Freedom	Q1128871				1963-08-28T00:00:00Z
dvp_066_event_4	Student Strike of 1970	Q7627759				1970-05-01T00:00:00Z
dvp_066_event_5	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_066_event_6	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_066_event_7	Vietnam War	Q8740		1955-11-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_066_event_8	Korean War	Q8663		1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	
dvp_066_event_9	Korean War	Q58347285		1950-06-24T20:00:00Z	1953-07-26T20:00:00Z	
dvp_066_event_10	Vietnam War	Q8740		1955-11-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_066_event_11	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_066_event_12	Vietnam War	Q8740		1955-11-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_066_event_13	Vietnam War	Q8740		1955-11-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_066_event_14	Vietnam War	Q8740		1955-11-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_066_event_15	Vietnam War	Q8740		1955-11-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_066_event_16	Vietnam War	Q8740		1955-11-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_066_event_17	Vietnam War	Q8740		1955-11-01T00:00:00Z	1975-04-30T00:00:00Z	
