id	name	QID	dvp_id	start time	end time	point in time
dvp_014_event_0	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_1	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_2	Dartmouth Winter Carnival					
dvp_014_event_3	Winter Carnival					
dvp_014_event_4	1960 Winter Olympics	Q9634		1960-02-18T00:00:00Z	1960-02-28T00:00:00Z	
dvp_014_event_5	1960 Winter Olympics	Q9634		1960-02-18T00:00:00Z	1960-02-28T00:00:00Z	
dvp_014_event_6	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_014_event_7	1972 Winter Olympics	Q9646		1972-02-03T00:00:00Z	1972-02-13T00:00:00Z	
dvp_014_event_8	1972 Winter Olympics	Q9646		1972-02-03T00:00:00Z	1972-02-13T00:00:00Z	
dvp_014_event_9	1972 Winter Olympics	Q9646		1972-02-03T00:00:00Z	1972-02-13T00:00:00Z	
dvp_014_event_10	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_11	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_12	1972 Winter Olympics	Q9646		1972-02-03T00:00:00Z	1972-02-13T00:00:00Z	
dvp_014_event_13	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_014_event_14	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_15	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_16	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_17	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_18	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_19	1972 Winter Olympics	Q9646		1972-02-03T00:00:00Z	1972-02-13T00:00:00Z	
dvp_014_event_20	World War I	Q361		1914-07-28T00:00:00Z	1918-11-11T00:00:00Z	
dvp_014_event_21	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_014_event_22	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_014_event_23	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_014_event_24	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_014_event_25	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_26	1972 Winter Olympics	Q9646		1972-02-03T00:00:00Z	1972-02-13T00:00:00Z	
dvp_014_event_27	1972 Winter Olympics	Q9646		1972-02-03T00:00:00Z	1972-02-13T00:00:00Z	
dvp_014_event_28	1972 Winter Olympics	Q9646		1972-02-03T00:00:00Z	1972-02-13T00:00:00Z	
dvp_014_event_29	1972 Winter Olympics	Q9646		1972-02-03T00:00:00Z	1972-02-13T00:00:00Z	
dvp_014_event_30	1972 Winter Olympics	Q9646		1972-02-03T00:00:00Z	1972-02-13T00:00:00Z	
dvp_014_event_31	1976 Winter Olympics	Q9651		1976-02-04T00:00:00Z	1976-02-15T00:00:00Z	
dvp_014_event_32	2010 Winter Olympics	Q9674		2010-02-12T00:00:00Z	2010-02-28T00:00:00Z	
dvp_014_event_33	1972 Winter Olympics	Q9646		1972-02-03T00:00:00Z	1972-02-13T00:00:00Z	
dvp_014_event_34	1976 Winter Olympics	Q9651		1976-02-04T00:00:00Z	1976-02-15T00:00:00Z	
dvp_014_event_35	1972 Winter Olympics	Q9646		1972-02-03T00:00:00Z	1972-02-13T00:00:00Z	
dvp_014_event_36	1976 Winter Olympics	Q9651		1976-02-04T00:00:00Z	1976-02-15T00:00:00Z	
dvp_014_event_37	1976 Winter Olympics	Q9651		1976-02-04T00:00:00Z	1976-02-15T00:00:00Z	
dvp_014_event_38	1972 Winter Olympics	Q9646		1972-02-03T00:00:00Z	1972-02-13T00:00:00Z	
dvp_014_event_39	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_40	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_41	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_42	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_43	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_44	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_45	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_46	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_47	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_48	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_49	Korean War	Q8663		1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	
dvp_014_event_50	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_014_event_51	Korean War	Q8663		1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	
dvp_014_event_52	Gulf War	Q37643		1990-08-02T00:00:00Z	1991-02-28T00:00:00Z	
dvp_014_event_53	Iraq War	Q545449		2003-03-20T00:00:00Z	2011-12-15T00:00:00Z	
