id	name
dvp_202_event_0	World War One
dvp_202_event_1	the Second World War
dvp_202_event_2	Korea[n War
dvp_202_event_3	World War Two
dvp_202_event_4	Korea
dvp_202_event_5	assassinated
dvp_202_event_6	assassination
dvp_202_event_7	Kennedy’s assassination
dvp_202_event_8	the Vietnam War
dvp_202_event_9	Vietnam War
dvp_202_event_10	Vietnam War
dvp_202_event_11	the Vietnam War
dvp_202_event_12	the Vietnam War
dvp_202_event_13	World War Two
dvp_202_event_14	Korea
dvp_202_event_15	World War Two
dvp_202_event_16	World War Two
dvp_202_event_17	World War Two
dvp_202_event_18	World War Two
dvp_202_event_19	Korea
dvp_202_event_20	the Vietnam War
dvp_202_event_21	the Vietnam War
dvp_202_event_22	Vietnam
dvp_202_event_23	Vietnam
dvp_202_event_24	Vietnam
dvp_202_event_25	Vietnam
