id	name	QID	dvp_id	start time	end time	point in time
dvp_018_event1	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_018_event2	Space Race	Q1932		1957-10-04T00:00:00Z	1975-07-01T00:00:00Z	
dvp_018_event3	Pacific Theater of Operations	Q12296445				
dvp_018_event4	Victory over Japan Day	Q618979				1945-08-15T00:00:00Z
dvp_018_event5	Vietnam War	Q8740		1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	1955-11-01T00:00:00Z
dvp_018_event6	Cold War	Q8683		1947-01-01T00:00:00Z	1991-01-01T00:00:00Z	
dvp_018_event7	assassination of John F. Kennedy	Q193484				1963-11-22T00:00:00Z
dvp_018_event8	Parkhurst [the Parkhurst takeover]	Q101424872				1969-05-06T00:00:00Z
dvp_018_event9	Vietnam War	Q8740		1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	1955-11-01T00:00:00Z
dvp_018_event10	The Depression	Q20001351				
dvp_018_event11	assassination of John F. Kennedy	Q193484				1963-11-22T00:00:00Z
dvp_018_event12	assassination of John F. Kennedy	Q193484				1963-11-22T00:00:00Z
dvp_018_event13	Vietnam War	Q8740		1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	1955-11-01T00:00:00Z
dvp_018_event14	Watts riots	Q377682		1965-08-11T00:00:00Z	1965-08-16T00:00:00Z	1965-08-01T00:00:00Z
dvp_018_event15	Watts riots	Q377682		1965-08-11T00:00:00Z	1965-08-16T00:00:00Z	1965-08-01T00:00:00Z
dvp_018_event16	Watts riots	Q377682		1965-08-11T00:00:00Z	1965-08-16T00:00:00Z	1965-08-01T00:00:00Z
dvp_018_event17	assassination of Martin Luther King Jr.	Q757963				1968-04-04T00:00:00Z
dvp_018_event18	assassination of Malcolm X	Q10858954				1965-02-21T00:00:00Z
dvp_018_event19	assassination of Robert F. Kennedy	Q1187550				1968-06-05T00:00:00Z
dvp_018_event20	March on Washington for Jobs and Freedom	Q1128871				1963-08-28T00:00:00Z
dvp_018_event21	March on Washington for Jobs and Freedom	Q1128871				1963-08-28T00:00:00Z
dvp_018_event22	Parkhurst	Q101424872				1969-05-06T00:00:00Z
dvp_018_event23	New Hampshire primary	Q2899221				1968-03-12T00:00:00Z
dvp_018_event24	Vietnam War	Q8740		1965-11-01T00:00:00Z	1975-04-30T00:00:00Z	1955-11-01T00:00:00Z
dvp_018_event25	Parkhurst takeover	Q101424872				1969-05-06T00:00:00Z
