id	placeName	QID	dvp_id	coordinate location
dvp_093_place_0	Rauner Special Collections Library	Q98544730		43.70447,-72.28817
dvp_093_place_1	New York	Q1384		43,-75
dvp_093_place_2	Dartmouth–Hitchcock Medical Center	Q14705324		43.6761,-72.2733
dvp_093_place_3	Littleton	Q1626213		44.306111111111,-71.77
dvp_093_place_4	Dartmouth–Hitchcock Medical Center	Q14705324		43.6761,-72.2733
dvp_093_place_5	New Hampshire	Q759		44,-71.5
dvp_093_place_6	New York	Q1384		43,-75
dvp_093_place_7	Rochester	Q49218		43.165555555556,-77.611388888889
dvp_093_place_8	Rochester	Q49218		43.165555555556,-77.611388888889
dvp_093_place_9	Rochester	Q49218		43.165555555556,-77.611388888889
dvp_093_place_10	Vietnam	Q881		16,108
dvp_093_place_11	Vietnam	Q881		16,108
dvp_093_place_12	Vietnam	Q881		16,108
dvp_093_place_13	Vietnam	Q881		16,108
dvp_093_place_14	Russia	Q159		66.41666666666667,94.25
dvp_093_place_15	Austria	Q40		48,14
dvp_093_place_16	Switzerland	Q39		46.798562,8.231973
dvp_093_place_17	Poland	Q36		52,19
dvp_093_place_18	Czechoslovakia	Q33946		50.083333333333,14.416666666667
dvp_093_place_19	Czechoslovakia	Q33946		50.083333333333,14.416666666667
dvp_093_place_20	Czechoslovakia	Q33946		50.083333333333,14.416666666667
dvp_093_place_21	Poland	Q36		52,19
dvp_093_place_22	Austria	Q40		48,14
dvp_093_place_23	Austria	Q40		48,14
dvp_093_place_24	Austria	Q40		48,14
dvp_093_place_25	United States of America	Q30		39.828175,-98.5795
dvp_093_place_26	Austria	Q40		48,14
dvp_093_place_27	Montreal	Q340		45.508888888889,-73.561666666667
dvp_093_place_28	Montreal	Q340		45.508888888889,-73.561666666667
dvp_093_place_29	Montreal	Q340		45.508888888889,-73.561666666667
dvp_093_place_30	Vietnam	Q881		16,108
dvp_093_place_31	Marine Corps Base Quantico	Q1374564		38.50194,-77.30583
dvp_093_place_32	Vietnam	Q881		16,108
dvp_093_place_33	Quantico	Q204315		38.521871,-77.289757
dvp_093_place_34	Quantico	Q204315		38.521871,-77.289757
dvp_093_place_35	Vietnam	Q881		16,108
dvp_093_place_36	Vietnam	Q881		16,108
dvp_093_place_37	Germany	Q183		51,10
dvp_093_place_38	South Vietnam	Q180573		10.75,106.66666666667
dvp_093_place_39	South Vietnam	Q180573		10.75,106.66666666667
dvp_093_place_40	Vietnam	Q881		16,108
dvp_093_place_41	North Vietnam	Q172640		21.033333,105.85
dvp_093_place_42	South Vietnam	Q180573		10.75,106.66666666667
dvp_093_place_43	South Vietnam	Q180573		10.75,106.66666666667
dvp_093_place_44	Quảng Trị	Q36579		16.75,107
dvp_093_place_45	17th parallel north	Q1204177		17,0
dvp_093_place_46	Vietnamese Demilitarized Zone	Q2349960		16.9875,107.0359
dvp_093_place_47	Vietnamese Demilitarized Zone	Q2349960		16.9875,107.0359
dvp_093_place_48	Vietnamese Demilitarized Zone	Q2349960		16.9875,107.0359
dvp_093_place_49	Vietnamese Demilitarized Zone	Q2349960		16.9875,107.0359
dvp_093_place_50	Vietnam	Q881		16,108
dvp_093_place_51	South Vietnam	Q180573		10.75,106.66666666667
dvp_093_place_52	I Corps	Q1652977		16.68743, 106.884773
dvp_093_place_53	II Corps	Q5971479		13.2420404,104.6480381
dvp_093_place_54	Institute of Infection and Immunity	Q30264176		46.769473,-71.282797
dvp_093_place_55	IV Corps	Q105670558		10.1226,105.5356
dvp_093_place_56	I Corps	Q1652977		16.68743, 106.884773
dvp_093_place_57	I Corps	Q5976677		16.68743, 106.884773
dvp_093_place_58	Quảng Trị	Q1320413		16.752222222222,107.18722222222
dvp_093_place_59	17th parallel north	Q1204177		17,0
dvp_093_place_60	Đông Hà	Q33343		16.805555555556,107.09055555556
dvp_093_place_61	IV Corps	Q105670558		10.1226,105.5356
dvp_093_place_62	III Corps	Q5971303		11.202314,107.079378
dvp_093_place_63	II Corps	Q5971479		13.2420404,104.6480381
dvp_093_place_64	I Corps	Q1652977		16.68743, 106.884773
dvp_093_place_65	I Corps	Q1652977		16.68743, 106.884773
dvp_093_place_66	I Corps	Q1652977		16.68743, 106.884773
dvp_093_place_67	Mekong Delta	Q1052867		10.009,105.824
dvp_093_place_68	Central Highlands	Q1140648		13.75,108.25
dvp_093_place_69	Quảng Trị	Q1320413		16.752222222222,107.18722222222
dvp_093_place_70	I Corps	Q1652977		16.68743, 106.884773
dvp_093_place_71	Ho Chi Minh trail	Q695916		18.6852,104.8373
dvp_093_place_72	Đông Hà	Q33343		16.805555555556,107.09055555556
dvp_093_place_73	Vietnamese Demilitarized Zone	Q2349960		16.9875,107.0359
dvp_093_place_74	Vietnamese Demilitarized Zone	Q2349960		16.9875,107.0359
dvp_093_place_75	Lebanon	Q993523		43.6422,-72.2517
dvp_093_place_76	Vietnamese Demilitarized Zone	Q2349960		16.9875,107.0359
dvp_093_place_77	Đông Hà	Q33343		16.805555555556,107.09055555556
dvp_093_place_78	Đông Hà	Q33343		16.805555555556,107.09055555556
dvp_093_place_79	Đông Hà	Q33343		16.805555555556,107.09055555556
dvp_093_place_80	Đông Hà	Q33343		16.805555555556,107.09055555556
dvp_093_place_81	Đông Hà	Q33343		16.805555555556,107.09055555556
dvp_093_place_82	Okinawa Island	Q600614		26.483333333333,127.95
dvp_093_place_83	Vietnam	Q881		16,108
dvp_093_place_84	Okinawa Island	Q600614		26.483333333333,127.95
dvp_093_place_85	Vietnam	Q881		16,108
dvp_093_place_86	Okinawa Island	Q600614		26.483333333333,127.95
dvp_093_place_87	Okinawa Island	Q600614		26.483333333333,127.95
dvp_093_place_88	Vietnam	Q881		16,108
dvp_093_place_89	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_093_place_90	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_093_place_91	Huế	Q36167		16.46371111111111,107.590825
dvp_093_place_92	Da Nang	Q25282		16.069444444444443,108.20972222222223
dvp_093_place_93	United States of America	Q30		39.828175,-98.5795
dvp_093_place_94	Thach Han River	Q7708871		16.9025,107.18888888889
dvp_093_place_95	Thach Han River	Q7708871		16.9025,107.18888888889
