id	name
dvp_059_event_0	World War II
dvp_059_event_1	World War II
dvp_059_event_2	World War II
dvp_059_event_3	Army-McCarthy hearings
dvp_059_event_4	Vietnam [War]
dvp_059_event_5	Vietnam
dvp_059_event_6	Berlin crisis
dvp_059_event_7	Cuban Missile Crisis
dvp_059_event_8	Cuban Missile Crisis
dvp_059_event_9	World War II
dvp_059_event_10	Tonkin Gulf [sic; Gulf of Tonkin] incident
dvp_059_event_11	World War II
dvp_059_event_12	Chicago Seven
dvp_059_event_13	Kent —[the] Kent State [University shootings]
dvp_059_event_14	Tet [Offensive]
dvp_059_event_15	Tet
dvp_059_event_16	Democratic Convention
dvp_059_event_17	Vietnam
dvp_059_event_18	Cambodian incursion
dvp_059_event_19	Kent State
dvp_059_event_20	[the Battle of] Điện Biên Phủ
dvp_059_event_21	World War II
dvp_059_event_22	Saigon fell
dvp_059_event_23	Saigon fell
dvp_059_event_24	fall of Saigon
dvp_059_event_25	World War II
dvp_059_event_26	Vietnam
dvp_059_event_27	Vietnam
dvp_059_event_28	Vietnam War
