id	persName
dvp_045_person_0	Angela Noppenberger
dvp_045_person_1	Thomas Miller
dvp_045_person_2	Miller
dvp_045_person_3	Martin D. Miller
dvp_045_person_4	Esther L. Miller
dvp_045_person_5	[General George S., Jr.] Patton’s
dvp_045_person_6	Beloit
dvp_045_person_7	[Daniel J.] “Dan” Walden
dvp_045_person_8	Donald [McK] Boardman
dvp_045_person_9	Dan Walden
dvp_045_person_10	Don
dvp_045_person_11	Lieutenant Miller
dvp_045_person_12	Miller
dvp_045_person_13	Sgt. Sanh
dvp_045_person_14	Hồ Chí Minh
dvp_045_person_15	General [Võ Nguyên] Giap
dvp_045_person_16	[U.S. Senator Joseph R.] McCarthy
dvp_045_person_17	Hồ Chí Minh
dvp_045_person_18	Marshal Haig
dvp_045_person_19	[President Lyndon B.] Johnson
dvp_045_person_20	[Secretary of Defense Robert S.] “Bob” McNamara
dvp_045_person_21	Robert McNamara
dvp_045_person_22	Angela Noppenberger
dvp_045_person_23	Thomas Miller
