id	name	QID	dvp_id	start time	end time	point in time
dvp_090_event_0	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_090_event_1	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_090_event_2	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_090_event_3	American Civil War	Q8676		1861-04-12T00:00:00Z	1865-05-09T00:00:00Z	
dvp_090_event_4	American Civil War	Q8676		1861-04-12T00:00:00Z	1865-05-09T00:00:00Z	
dvp_090_event_5	First Indochina War	Q748780		1946-12-19T00:00:00Z	1954-08-01T00:00:00Z	
dvp_090_event_6	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_090_event_7	Operation Game Warden	Q6467840		1965-12-18T00:00:00Z	1973-03-01T00:00:00Z	
dvp_090_event_8	Operation Game Warden	Q6467840		1965-12-18T00:00:00Z	1973-03-01T00:00:00Z	
dvp_090_event_9	Operation Game Warden	Q6467840		1965-12-18T00:00:00Z	1973-03-01T00:00:00Z	
dvp_090_event_10	Operation Market Time	Q4356691				1965-02-16T00:00:00Z
dvp_090_event_11	Operation Market Time	Q4356691				1965-02-16T00:00:00Z
dvp_090_event_12	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_090_event_13	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_090_event_14	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_090_event_15	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_090_event_16	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_090_event_17	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_090_event_18	Battle of Ap Bac	Q280468				1963-01-02T00:00:00Z
dvp_090_event_19	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_090_event_20	My Lai Massacre	Q183421				1968-03-16T00:00:00Z
dvp_090_event_21	Watts riots	Q377682		1965-08-11T00:00:00Z	1965-08-16T00:00:00Z	
dvp_090_event_22	My Lai Massacre	Q183421				1968-03-16T00:00:00Z
dvp_090_event_23	My Lai Massacre	Q183421				1968-03-16T00:00:00Z
dvp_090_event_24	September 11 attacks	Q10806				2001-09-11T00:00:00Z
