id	name	QID	dvp_id	start time	end time	point in time
dvp_011_event_0	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_011_event_1	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_011_event_2	Korean War	Q8663		1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	
dvp_011_event_3	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_011_event_4	Korean War	Q8663		1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	
dvp_011_event_5	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_011_event_6	Korean War	Q8663		1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	
dvp_011_event_7	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_011_event_8	Korean War	Q8663		1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	
dvp_011_event_9	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_011_event_10	Korean War	Q8663		1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	
dvp_011_event_11	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_011_event_12	Korean War	Q8663		1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	
dvp_011_event_13	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_011_event_14	Korean War	Q8663		1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	
dvp_011_event_15	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_011_event_16	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_011_event_17	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_011_event_18	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_011_event_19	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_011_event_20	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_011_event_21	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_011_event_22	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_011_event_23	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_011_event_24	Super Bowl III	Q939846				1969-01-12T00:00:00Z
dvp_011_event_25	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_011_event_26	Watergate scandal	Q42761				1972-06-16T17:00:00Z
dvp_011_event_27	American Civil War	Q8676		1861-04-11T00:00:00Z	1865-05-10T00:00:00Z	
