id	placeName	QID	dvp_id	coordinate location
dvp_022_place_0	Rauner Special Collections Library	Q98544730		43.70447,-72.28817
dvp_022_place_1	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_022_place_2	Hanover	Q131908		43.7,-72.28333333333333
dvp_022_place_3	Virginia	Q1370		37.5,-79
dvp_022_place_4	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_022_place_5	Silver Spring	Q755741		39.002441,-77.020791
dvp_022_place_6	England	Q21		53,-1
dvp_022_place_7	England	Q21		53,-1
dvp_022_place_8	Silver Spring	Q755741		39.002441,-77.020791
dvp_022_place_9	United Kingdom	Q145		54.6,-2
dvp_022_place_10	France	Q142		47,2
dvp_022_place_11	Germany	Q183		51,10
dvp_022_place_12	Switzerland	Q39		46.798562,8.231973
dvp_022_place_13	Austria	Q40		48,14
dvp_022_place_14	Silver Spring	Q755741		39.002441,-77.020791
dvp_022_place_15	Silver Spring	Q755741		39.002441,-77.020791
dvp_022_place_16	Silver Spring	Q755741		39.002441,-77.020791
dvp_022_place_17	Silver Spring	Q755741		39.002441,-77.020791
dvp_022_place_18	Moosilauke Ravine Lodge	Q14705352		43.9933,-71.8164
dvp_022_place_19	Topliff Hall	Q105076922		43.70257,-72.28603
dvp_022_place_20	Topliff Hall	Q105076922		43.70257,-72.28603
dvp_022_place_21	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_022_place_22	United States of America	Q30		39.828175,-98.5795
dvp_022_place_23	Vietnam	Q881		16,108
dvp_022_place_24	Vietnam	Q881		16,108
dvp_022_place_25	Upper Valley	Q105076900		43.6574776,-72.2814202
dvp_022_place_26	Upper Valley	Q105076900		43.6574776,-72.2814202
dvp_022_place_27	Upper Valley	Q105076900		43.6574776,-72.2814202
dvp_022_place_28	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_022_place_29	United States of America	Q30		39.828175,-98.5795
dvp_022_place_30	Vietnam	Q881		16,108
dvp_022_place_31	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_022_place_32	Hopkins Center for the Arts	Q3140375		43.701666666667,-72.288611111111
dvp_022_place_33	France	Q142		47,2
dvp_022_place_34	France	Q142		47,2
dvp_022_place_35	France	Q142		47,2
dvp_022_place_36	France	Q142		47,2
dvp_022_place_37	Vietnam	Q881		16,108
dvp_022_place_38	Vietnam	Q881		16,108
