id	name
dvp_015_event_0	Depression
dvp_015_event_1	the Second World War
dvp_015_event_2	Depression
dvp_015_event_3	World War I
dvp_015_event_4	World War II
dvp_015_event_5	World War II
dvp_015_event_6	World War I.
dvp_015_event_7	[Allied invasion of] Sicily and Italian Campaign
dvp_015_event_8	Sicily and Italian Campaign
dvp_015_event_9	Vietnam
dvp_015_event_10	1964 presidential election
dvp_015_event_11	Vietnam
dvp_015_event_12	Vietnam
dvp_015_event_13	Gulf of Tonkin incident
dvp_015_event_14	’64 election
dvp_015_event_15	Vietnam
dvp_015_event_16	election in ’64
dvp_015_event_17	[Ngô Đình] Diệm cou
dvp_015_event_18	election in ’64
dvp_015_event_19	Vietnam
dvp_015_event_20	’64 election
dvp_015_event_21	Second World War
dvp_015_event_22	World War II
dvp_015_event_23	World War II
dvp_015_event_24	March on Washington
dvp_015_event_25	March on Washington
dvp_015_event_26	Vietnam
dvp_015_event_27	Stonewall [riots]
dvp_015_event_28	Vietnam
dvp_015_event_29	Vietnam
dvp_015_event_30	Vietnam
dvp_015_event_31	Watergate [the Watergate scandal]
