id	name	QID	dvp_id	start time	end time	point in time
dvp_078_event_0	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_078_event_1	civil rights movement	Q48537		1954-01-01T00:00:00Z	1968-01-01T00:00:00Z	
dvp_078_event_2	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_078_event_3	March on Washington for Jobs and Freedom	Q1128871				1963-08-28T00:00:00Z
dvp_078_event_4	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_078_event_5	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_078_event_6	Cambodian campaign	Q2994973		1970-04-29T00:00:00Z	1970-07-22T00:00:00Z	
dvp_078_event_7	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_078_event_8	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_078_event_9	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_078_event_10	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_078_event_11	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_078_event_12	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_078_event_13	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_078_event_14	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_078_event_15	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_078_event_16	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_078_event_17	Salad Bowl strike	Q7403376		1970-08-23T00:00:00Z	1971-03-26T00:00:00Z	
dvp_078_event_18	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_078_event_19	Cambodian campaign	Q2994973		1970-04-29T00:00:00Z	1970-07-22T00:00:00Z	
dvp_078_event_20	Cambodian campaign	Q2994973		1970-04-29T00:00:00Z	1970-07-22T00:00:00Z	
dvp_078_event_21	Kent State shootings	Q482635		1970-05-04T00:00:00Z	1970-05-04T00:00:00Z	
dvp_078_event_22	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_078_event_23	Cambodian campaign	Q2994973		1970-04-29T00:00:00Z	1970-07-22T00:00:00Z	
dvp_078_event_24	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_078_event_25	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_078_event_26	Watergate scandal	Q42761				1972-06-17T00:00:00Z
dvp_078_event_27	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_078_event_28	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_078_event_29	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_078_event_30	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_078_event_31	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_078_event_32	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
