id	orgName	QID	dvp_id
dvp_039_org_0	Wellesley College	Q49205	
dvp_039_org_1	Wellesley College	Q49205	
dvp_039_org_2	Boston Symphony Orchestra	Q864369	
dvp_039_org_3	Roxbury Latin School	Q7372418	
dvp_039_org_4	Harvard University	Q13371	
dvp_039_org_5	Harvard Business School	Q49126	
dvp_039_org_6	Dartmouth College	Q49116	
dvp_039_org_7	Dartmouth College	Q49116	
dvp_039_org_8	Dartmouth College	Q49116	
dvp_039_org_9	Castleton University	Q1049687	
dvp_039_org_10	University of New Hampshire	Q49207	
dvp_039_org_11	Boston University	Q49110	
dvp_039_org_12	University of Massachusetts Amherst	Q15142	
dvp_039_org_13	League of Women Voters	Q3369894	
dvp_039_org_14	Works Progress Administration	Q1200079	
dvp_039_org_15	German Methodist Church [United Methodist Church]		
dvp_039_org_16	Newton North High School	Q7020331	
dvp_039_org_17	University of New Hampshire	Q49207	
dvp_039_org_18	University of Vermont	Q1048898	
dvp_039_org_19	University of Maine	Q1307345	
dvp_039_org_20	Hiram College	Q5769100	
dvp_039_org_21	Oberlin College	Q616591	
dvp_039_org_22	Dartmouth College	Q49116	
dvp_039_org_23	Dartmouth College	Q49116	
dvp_039_org_24	University of New Hampshire	Q49207	
dvp_039_org_25	League of Women Voters	Q3369894	
dvp_039_org_26	Democratic Party	Q29552	
dvp_039_org_27	Republican Party	Q29468	
dvp_039_org_28	Republican Party	Q29468	
dvp_039_org_29	Harvard Business School	Q49126	
dvp_039_org_30	Republican Party	Q29468	
dvp_039_org_31	American University	Q168000	
dvp_039_org_32	New Hampshire Union Leader	Q7008331	
dvp_039_org_33	New Hampshire Union Leader	Q7008331	
dvp_039_org_34	New Hampshire Union Leader	Q7008331	
dvp_039_org_35	University of New Hampshire	Q49207	
dvp_039_org_36	Ivy League	Q49113	
dvp_039_org_37	Dartmouth College	Q49116	
dvp_039_org_38	Harvard University	Q13371	
dvp_039_org_39	Yale University	Q49112	
dvp_039_org_40	Ivy League	Q49113	
dvp_039_org_41	University of New Hampshire	Q49207	
dvp_039_org_42	University of Vermont	Q1048898	
dvp_039_org_43	University of Maine	Q1307345	
dvp_039_org_44	University of Connecticut	Q49206	
dvp_039_org_45	University of New Hampshire	Q49207	
dvp_039_org_46	Democratic Party	Q29552	
dvp_039_org_47	Democratic Party	Q29552	
dvp_039_org_48	Republican Party	Q29468	
dvp_039_org_49	University of New Hampshire	Q49207	
dvp_039_org_50	Democratic Party	Q29552	
dvp_039_org_51	Republican Party	Q29468	
dvp_039_org_52	Republican Party	Q29468	
dvp_039_org_53	Democratic Party	Q29552	
dvp_039_org_54	Democratic Party	Q29552	
dvp_039_org_55	University of New Hampshire	Q49207	
dvp_039_org_56	Democratic Party	Q29552	
dvp_039_org_57	New Hampshire Union Leader	Q7008331	
dvp_039_org_58	Democratic Party	Q29552	
dvp_039_org_59	New Hampshire Union Leader	Q7008331	
dvp_039_org_60	New Hampshire Union Leader	Q7008331	
dvp_039_org_61	Concord Monitor	Q5158825	
dvp_039_org_62	Valley News	Q7912156	
dvp_039_org_63	Valley News	Q7912156	
dvp_039_org_64	The Keene Sentinel	Q7744031	
dvp_039_org_65	New Hampshire Union Leader	Q7008331	
dvp_039_org_66	New Hampshire Union Leader	Q7008331	
dvp_039_org_67	New Hampshire Union Leader	Q7008331	
dvp_039_org_68	American Civil Liberties Union	Q21637	
dvp_039_org_69	Democratic Party	Q29552	
