id	placeName	QID	dvp_id	coordinate location
dvp_046_place_0	Lebanon	Q993523		43.6422,-72.2517
dvp_046_place_1	Newport	Q54264		41.488002,-71.312622
dvp_046_place_2	Brooklyn	Q18419		40.692777777778,-73.990277777778
dvp_046_place_3	Great Neck	Q1378786		40.787222222222,-73.727222222222
dvp_046_place_4	Rhode Island	Q1387		41.7,-71.5
dvp_046_place_5	Brooklyn	Q18419		40.692777777778,-73.990277777778
dvp_046_place_6	Great Neck	Q1378786		40.787222222222,-73.727222222222
dvp_046_place_7	Great Neck	Q1378786		40.787222222222,-73.727222222222
dvp_046_place_8	Great Neck	Q1378786		40.787222222222,-73.727222222222
dvp_046_place_9	Great Neck	Q1378786		40.787222222222,-73.727222222222
dvp_046_place_10	New York	Q1384		43,-75
dvp_046_place_11	Great Neck	Q1378786		40.787222222222,-73.727222222222
dvp_046_place_12	Brooklyn	Q18419		40.692777777778,-73.990277777778
dvp_046_place_13	New York	Q1384		43,-75
dvp_046_place_14	Taftsville Historic District	Q14711933		43.6294,-72.4739
dvp_046_place_15	Wayne	Q1088629		40.9459,-74.2451
dvp_046_place_16	Lake George	Q1495651		43.622222222222,-73.546666666667
dvp_046_place_17	Pennsylvania	Q1400		41,-77.5
dvp_046_place_18	New York	Q1384		43,-75
dvp_046_place_19	New Hampshire	Q759		44,-71.5
dvp_046_place_20	New York	Q1384		43,-75
dvp_046_place_21	Hopkins Center for the Arts	Q3140375		43.701666666667,-72.288611111111
dvp_046_place_22	University of Oxford	Q34433		51.755,-1.255
dvp_046_place_23	University of Oxford	Q34433		51.755,-1.255
dvp_046_place_24	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_046_place_25	France	Q142		47,2
dvp_046_place_26	California	Q99		37,-120
dvp_046_place_27	New York City	Q60		40.67,-73.94
dvp_046_place_28	California	Q99		37,-120
dvp_046_place_29	California	Q99		37,-120
dvp_046_place_30	California	Q99		37,-120
dvp_046_place_31	Palo Alto	Q47265		37.429166666667,-122.13805555556
dvp_046_place_32	Hopkins Center for the Arts	Q3140375		43.701666666667,-72.288611111111
dvp_046_place_33	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_046_place_34	New York City	Q60		40.67,-73.94
dvp_046_place_35	Haight-Ashbury	Q1027700		37.770015,-122.446937
dvp_046_place_36	Stanford University	Q41506		37.4282293,-122.1688576
dvp_046_place_37	San Francisco	Q62		37.7775,-122.41638888888889
dvp_046_place_38	San Francisco	Q62		37.7775,-122.41638888888889
