id	placeName	QID	dvp_id	coordinate location
dvp_060_place_0	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_060_place_1	Florida	Q812		28.133333333333,-81.631666666667
dvp_060_place_2	New York City	Q60		40.67,-73.94
dvp_060_place_3	Huntington	Q241808		38.420833333333,-82.423611111111
dvp_060_place_4	University of Wisconsin–Madison	Q838330		43.07527778,-89.40972222
dvp_060_place_5	New York City	Q60		40.67,-73.94
dvp_060_place_6	New York City	Q60		40.67,-73.94
dvp_060_place_7	Wisconsin	Q1537		44.5,-89.5
dvp_060_place_8	New York City	Q60		40.67,-73.94
dvp_060_place_9	Greenwich Village	Q205380		40.733611111111,-74.001666666667
dvp_060_place_10	Sullivan Street	Q15032064		40.7270632,-74.0040891
dvp_060_place_11	Washington Square Park	Q909592		40.730833333333,-73.997777777778
dvp_060_place_12	New York City	Q60		40.67,-73.94
dvp_060_place_13	St. Bernard's School	Q7587296		40.7888,-73.9542
dvp_060_place_14	Connecticut	Q779		41.6,-72.7
dvp_060_place_15	New Jersey	Q1408		40,-74.5
dvp_060_place_16	Princeton University	Q21578		40.345277777778,-74.656111111111
dvp_060_place_17	California	Q99		37,-120
dvp_060_place_18	California	Q99		37,-120
dvp_060_place_19	Kent State University	Q1473615		41.146944444444,-81.343333333333
dvp_060_place_20	The Green	Q7738117		43.7033,-72.2886
dvp_060_place_21	Smith College	Q49204		42.3175,-72.6375
dvp_060_place_22	Canada	Q16		56,-109
dvp_060_place_23	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_060_place_24	Hanover	Q131908		43.7,-72.28333333333333
dvp_060_place_25	Hanover	Q131908		43.7,-72.28333333333333
dvp_060_place_26	Hanover	Q131908		43.7,-72.28333333333333
dvp_060_place_27	Collis Center for Student Involvement	Q100725367		43.70277,-72.28991
dvp_060_place_28	New York City	Q60		40.67,-73.94
dvp_060_place_29	Rollins College	Q2164222		28.5915,-81.3484
dvp_060_place_30	Walpole	Q2420185		43.079444444444,-72.425833333333
dvp_060_place_31	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_060_place_32	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_060_place_33	Deerfield Academy	Q5250893		42.5464,-72.6053
dvp_060_place_34	Mississippi	Q1494		33,-90
dvp_060_place_35	Deerfield Academy	Q5250893		42.5464,-72.6053
dvp_060_place_36	Phillips Exeter Academy	Q1426464		42.98,-70.951111111111
dvp_060_place_37	Moosilauke Ravine Lodge	Q14705352		43.9933,-71.8164
dvp_060_place_38	Moosilauke Ravine Lodge	Q14705352		43.9933,-71.8164
dvp_060_place_39	California	Q99		37,-120
dvp_060_place_40	University of North Carolina at Chapel Hill	Q192334		35.908611111111,-79.049166666667
dvp_060_place_41	Sanborn House	Q7415589		42.445556,-71.156667
dvp_060_place_42	Sanborn House	Q7415589		42.445556,-71.156667
dvp_060_place_43	California	Q99		37,-120
dvp_060_place_44	University of North Carolina at Chapel Hill	Q192334		35.908611111111,-79.049166666667
dvp_060_place_45	Hanover	Q131908		43.7,-72.28333333333333
dvp_060_place_46	Indiana	Q1415		39.933333333333,-86.216666666667
dvp_060_place_47	Crawfordsville	Q986629		40.038888888889,-86.896666666667
dvp_060_place_48	Athens	Q1524		37.979444444444,23.716111111111
dvp_060_place_49	Rollins College	Q2164222		28.5915,-81.3484
dvp_060_place_50	Winter Park	Q986641		28.596111111111,-81.346666666667
dvp_060_place_51	Connecticut	Q779		41.6,-72.7
dvp_060_place_52	Rauner Special Collections Library	Q98544730		43.70447,-72.28817
dvp_060_place_53	Korea	Q18097		38.316666666667,127.23333333333
dvp_060_place_54	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_060_place_55	Rollins College	Q2164222		28.5915,-81.3484
dvp_060_place_56	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_060_place_57	The Green	Q7738117		43.7033,-72.2886
dvp_060_place_58	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_060_place_59	Hanover	Q131908		43.7,-72.28333333333333
dvp_060_place_60	Florida	Q812		28.133333333333,-81.631666666667
dvp_060_place_61	Fort Dix	Q1087169		40.019166666667,-74.522777777778
dvp_060_place_62	Oklahoma	Q1649		35.5,-98
dvp_060_place_63	Webster Avenue	Q105454005		43.70652,-72.29225
dvp_060_place_64	Oklahoma	Q1649		35.5,-98
dvp_060_place_65	Vietnam	Q881		16,108
dvp_060_place_66	Vietnam	Q881		16,108
dvp_060_place_67	Syria	Q858		35.216667,38.583333
dvp_060_place_68	Fallujah	Q191170		33.35,43.783333333333
dvp_060_place_69	Baghdad	Q1530		33.35,44.416666666667
dvp_060_place_70	University of California, Berkeley	Q168756		37.87,-122.259
dvp_060_place_71	Vietnam	Q881		16,108
dvp_060_place_72	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_060_place_73	The Green	Q7738117		43.7033,-72.2886
dvp_060_place_74	Park Avenue	Q109711		40.7786,-73.9584
dvp_060_place_75	The Green	Q7738117		43.7033,-72.2886
dvp_060_place_76	Vietnam	Q881		16,108
dvp_060_place_77	United States of America	Q30		39.828175,-98.5795
dvp_060_place_78	Vietnam	Q881		16,108
dvp_060_place_79	Korea	Q18097		38.316666666667,127.23333333333
dvp_060_place_80	Vietnam	Q881		16,108
dvp_060_place_81	Canada	Q16		56,-109
dvp_060_place_82	Canada	Q16		56,-109
dvp_060_place_83	Vietnam	Q881		16,108
dvp_060_place_84	Vietnam	Q881		16,108
dvp_060_place_85	United States of America	Q30		39.828175,-98.5795
