id	name	QID	dvp_id	start time	end time	point in time
dvp_081_event_0	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_081_event_1	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_081_event_2	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_081_event_3	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_081_event_4	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_081_event_5	Green Key					
dvp_081_event_6	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_081_event_7	1968 Winter Olympics	Q9642		1968-02-18T00:00:00Z	1968-02-06T00:00:00Z	
dvp_081_event_8	1968 Winter Olympics	Q5389		1968-02-18T00:00:00Z	1968-02-06T00:00:00Z	
dvp_081_event_9	1968 Winter Olympics	Q5389		1968-02-18T00:00:00Z	1968-02-06T00:00:00Z	
dvp_081_event_10	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_081_event_11	Veterans Day	Q755999				
dvp_081_event_12	World War I	Q361		1914-07-28T00:00:00Z	1918-11-11T00:00:00Z	
dvp_081_event_13	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
