id	name	QID	dvp_id	start time	end time	point in time
dvp_098_event_0	March on Washington for Jobs and Freedom	Q1128871				1963-08-28T00:00:00Z
dvp_098_event_1	I Have a Dream	Q192341				1963-08-28T00:00:00Z
dvp_098_event_2	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_098_event_3	Cold War	Q8683		1945-01-01T00:00:00Z	1991-12-25T00:00:00Z	
dvp_098_event_4	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_098_event_5	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_098_event_6	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_098_event_7	assassination of John F. Kennedy	Q193484				1963-11-22T00:00:00Z
dvp_098_event_8	assassination of Martin Luther King Jr.	Q757963				1968-04-04T00:00:00Z
dvp_098_event_9	Freshman Trip [Dartmouth Outing Club First-Year Trip]					
dvp_098_event_10	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_098_event_11	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_098_event_12	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_098_event_13	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_098_event_14	Columbia University protests of 1968	Q5149908		1968-04-23T00:00:00Z	1968-04-30T00:00:00Z	
dvp_098_event_15	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_098_event_16	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_098_event_17	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_098_event_18	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_098_event_19	Occupy Wall Street	Q180654				2011-09-17T00:00:00Z
dvp_098_event_20	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_098_event_21	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_098_event_22	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_098_event_23	Kent State shootings	Q482635		1970-05-04T00:00:00Z	1970-05-04T00:00:00Z	
dvp_098_event_24	Kent State shootings	Q482635		1970-05-04T00:00:00Z	1970-05-04T00:00:00Z	
dvp_098_event_25	Kent State shootings	Q482635		1970-05-04T00:00:00Z	1970-05-04T00:00:00Z	
dvp_098_event_26	Kent State shootings	Q482635		1970-05-04T00:00:00Z	1970-05-04T00:00:00Z	
dvp_098_event_27	First NYC Pride March 1970	Q108861644				1970-06-28T00:00:00Z
dvp_098_event_28	Three Mile Island accident	Q840847				1979-03-28T00:00:00Z
dvp_098_event_29	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_098_event_30	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_098_event_31	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_098_event_32	2017 Women's March	Q28100410				2017-01-21T00:00:00Z
dvp_098_event_33	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_098_event_34	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_098_event_35	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_098_event_36	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_098_event_37	My Lai Massacre	Q183421				1968-03-16T00:00:00Z
dvp_098_event_38	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_098_event_39	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_098_event_40	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_098_event_41	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
