id	name	QID	dvp_id	start time	end time	point in time
dvp_049_event_0	1960 Democratic National Convention	Q4569935		1960-07-11T00:00:00Z	1960-07-15T00:00:00Z	
dvp_049_event_1	Cuban Missile Crisis	Q128160		1962-10-14T00:00:00Z	1962-10-28T00:00:00Z	
dvp_049_event_2	Watts riots	Q377682		1965-08-11T00:00:00Z	1965-08-16T00:00:00Z	
dvp_049_event_3	Watts riots	Q377682		1965-08-11T00:00:00Z	1965-08-16T00:00:00Z	
dvp_049_event_4	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_049_event_5	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_049_event_6	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_049_event_7	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_049_event_8	Iraq War	Q545449		2003-03-20T00:00:00Z	2011-12-15T00:00:00Z	
dvp_049_event_9	Afghanistan War	Q182865		2001-10-07T00:00:00Z	2014-12-28T00:00:00Z	
dvp_049_event_10	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_049_event_11	Reconstruction Era	Q623429		1863-12-08T00:00:00Z	1877-03-31T00:00:00Z	
dvp_049_event_12	1968 New Hampshire presidential primaries	Q2899221				1968-03-12T00:00:00Z
dvp_049_event_13	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_049_event_14	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_049_event_15	assassination of John F. Kennedy	Q193484				1963-11-22T00:00:00Z
dvp_049_event_16	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_049_event_17	Selma to Montgomery marches	Q1061891				1965-01-01T00:00:00Z
dvp_049_event_18	Brown v. Board of Education	Q875738				1954-05-17T00:00:00Z
dvp_049_event_19	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_049_event_20	Tet Offensive	Q82542		1968-01-30T00:00:00Z	1968-09-23T00:00:00Z	
dvp_049_event_21	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_049_event_22	John Brown's raid on Harpers Ferry	Q6223430		1859-10-16T00:00:00Z	1859-10-18T00:00:00Z	
dvp_049_event_23	Parkhurst Hall Takeover	Q101424872				1969-05-06T00:00:00Z
dvp_049_event_24	George Wallace protests		dvp_0208			1967-05-03T00:00:00Z
