id	name
dvp_009_event_0	World War II
dvp_009_event_1	Vietnam
dvp_009_event_2	World War II
dvp_009_event_3	Pearl Harbor
dvp_009_event_4	Battle of the Bulge
dvp_009_event_5	Battle of the Bulge
dvp_009_event_6	World War II
dvp_009_event_7	World War II
dvp_009_event_8	Vietnam War
dvp_009_event_9	World War II
dvp_009_event_10	Korean War
dvp_009_event_11	Vietnam
dvp_009_event_12	Vietnam War
dvp_009_event_13	Vietnam War
dvp_009_event_14	Vietnam War
dvp_009_event_15	Vietnam War
dvp_009_event_16	Easter offensive
dvp_009_event_17	Vietnam War
dvp_009_event_18	Vietnam
dvp_009_event_19	Vietnam
dvp_009_event_20	Vietnam
dvp_009_event_21	Vietnam
dvp_009_event_22	Vietnam War
dvp_009_event_23	Vietnam
dvp_009_event_24	Gulf of Tonkin incident
dvp_009_event_25	Vietnam
dvp_009_event_26	Vietnam
dvp_009_event_27	Korea
dvp_009_event_28	[Operation] Linebacker II
dvp_009_event_29	Linebacker II
dvp_009_event_30	Vietnam War
dvp_009_event_31	World War II
dvp_009_event_32	World War II
