id	name
dvp_201_event_0	Depression
dvp_201_event_1	Pearl Harbor day
dvp_201_event_2	Pearl Harbor
dvp_201_event_3	war
dvp_201_event_4	war
dvp_201_event_5	war
dvp_201_event_6	war
dvp_201_event_7	Second World War
dvp_201_event_8	war
dvp_201_event_9	war
dvp_201_event_10	VE Day [Victory in Europe]
dvp_201_event_11	VJ Day [Victory over Japan]
dvp_201_event_12	war
dvp_201_event_13	war
dvp_201_event_14	war
dvp_201_event_15	war
dvp_201_event_16	war
dvp_201_event_17	war
dvp_201_event_18	war
dvp_201_event_19	Korean War
dvp_201_event_20	Bay of Pigs
dvp_201_event_21	crisis in Cuba
dvp_201_event_22	Bay of Pigs
dvp_201_event_23	problems in Cuba
dvp_201_event_24	World War II
dvp_201_event_25	war
dvp_201_event_26	Second World War
dvp_201_event_27	Cold War
dvp_201_event_28	1968 Tet Offensive
dvp_201_event_29	war
dvp_201_event_30	Tet Offensive
dvp_201_event_31	Tet Offensive
dvp_201_event_32	Tet Offensive
dvp_201_event_33	Second World War
dvp_201_event_34	Tet Offensive
dvp_201_event_35	Korean War
dvp_201_event_36	Vietnam War
dvp_201_event_37	war
dvp_201_event_38	war
dvp_201_event_39	Civil War
dvp_201_event_40	Vietnam
dvp_201_event_41	Second World War
dvp_201_event_42	Korea
dvp_201_event_43	Vietnam
dvp_201_event_44	Afghanistan
dvp_201_event_45	Iraq
dvp_201_event_46	war
dvp_201_event_47	war
dvp_201_event_48	war
dvp_201_event_49	war
dvp_201_event_50	war
dvp_201_event_51	Afghanistan
dvp_201_event_52	Iraq
