id	persName
dvp_059_person_0	Benjamin Weinstock
dvp_059_person_1	Mr. Steven Sloca
dvp_059_person_2	Steven Sloca
dvp_059_person_3	Mr. Sloca
dvp_059_person_4	Charles Sloca
dvp_059_person_5	Maureen Rushmore
dvp_059_person_6	Adlai [E.] Stevenson [II]
dvp_059_person_7	[Dwight D.] Eisenhower
dvp_059_person_8	Stevenson
dvp_059_person_9	[Joseph R.] McCarthy
dvp_059_person_10	Joe McCarthy
dvp_059_person_11	McCarthy
dvp_059_person_12	McCarthy
dvp_059_person_13	McCarthy
dvp_059_person_14	McCarthy
dvp_059_person_15	Raymond [W. S.] Burr
dvp_059_person_16	Erle Stanley Gardner
dvp_059_person_17	Molière
dvp_059_person_18	[President] John F. Kennedy
dvp_059_person_19	Kennedy
dvp_059_person_20	Kennedy
dvp_059_person_21	[President Richard M.] Nixon
dvp_059_person_22	Nixon
dvp_059_person_23	Kennedy
dvp_059_person_24	Kennedy
dvp_059_person_25	Kennedy
dvp_059_person_26	[President Lyndon B.] Johnson
dvp_059_person_27	John F. Kennedy
dvp_059_person_28	Jack [L.] Ruby
dvp_059_person_29	[Lee Harvey] Oswald
dvp_059_person_30	Ruby
dvp_059_person_31	Ruby
dvp_059_person_32	Oswald
dvp_059_person_33	Johnson
dvp_059_person_34	Kennedy
dvp_059_person_35	Johnson’s
dvp_059_person_36	[the Rev. Dr.] Martin Luther King [Jr.]
dvp_059_person_37	Malcolm X
dvp_059_person_38	Clarence Goodrow
dvp_059_person_39	Martin Luther King
dvp_059_person_40	Johnson
dvp_059_person_41	Johnson
dvp_059_person_42	William Sloane Coffin [Jr.]
dvp_059_person_43	William Sloane Coffin
dvp_059_person_44	Coffin’s
dvp_059_person_45	Coffin’s
dvp_059_person_46	John [S.] McCain [III]
dvp_059_person_47	Nixon
dvp_059_person_48	Hồ Chí Minh
dvp_059_person_49	George Washington
dvp_059_person_50	Hồ Chí Minh
dvp_059_person_51	Hồ Chí Minh
dvp_059_person_52	Hồ Chí Minh
dvp_059_person_53	Hồ Chí Minh
dvp_059_person_54	Điện
dvp_059_person_55	Kennedy
dvp_059_person_56	[Nguyễn Văn] Thiệu
dvp_059_person_57	[Nguyễn Chánh] Thi
dvp_059_person_58	[William C.] Westmoreland
dvp_059_person_59	Kim
dvp_059_person_60	Kim Anh Huang [Sloca]
dvp_059_person_61	Huang P Kim Anh
dvp_059_person_62	Kim
dvp_059_person_63	Hồ Chí Minh
dvp_059_person_64	Hồ Chí Minh
dvp_059_person_65	Hồ Chí Minh
dvp_059_person_66	Hồ Chí Minh
dvp_059_person_67	Điện
dvp_059_person_68	Madame Nhu
dvp_059_person_69	Madame Nhu
dvp_059_person_70	Điện
dvp_059_person_71	Chiang Kai-shek
dvp_059_person_72	Hồ Chí Minh
dvp_059_person_73	Hồ Chí Minh
dvp_059_person_74	Hồi Chí Minh
dvp_059_person_75	Hồ Chí Minh
dvp_059_person_76	Hồ Chí Minh
dvp_059_person_77	Ngô Đình Diệm
dvp_059_person_78	Nguyễn Khánh
dvp_059_person_79	General [Dương Văn] Minh
dvp_059_person_80	Minh
dvp_059_person_81	Lee [M]
dvp_059_person_82	Andrew [C. Sloca]
dvp_059_person_83	Lee
dvp_059_person_84	Andy
dvp_059_person_85	Nixon’s
dvp_059_person_86	Johnson
dvp_059_person_87	Lyndon Johnson
dvp_059_person_88	Lyndon Johnson
dvp_059_person_89	Richard Nixon
dvp_059_person_90	[Hubert H.] Humphrey
dvp_059_person_91	[Claire Lee] Chennault
dvp_059_person_92	[Anna] Chennault
dvp_059_person_93	Nixon
dvp_059_person_94	Madame Chennault
