id	placeName	QID	dvp_id	coordinate location
dvp_088_place_0	Rauner Special Collections Library	Q98544730		"43.70447,-72.28817"
dvp_088_place_1	Hanover	Q131908		"43.7,-72.28333333333333"
dvp_088_place_2	Ferrisburgh	Q1874592		"44.2063557,-73.2771907"
dvp_088_place_3	Ferrisburgh	Q1874592		"44.2063557,-73.2771907"
dvp_088_place_4	Rochester	Q49218		"43.165555555556,-77.611388888889"
dvp_088_place_5	New York	Q1384		"43,-75"
dvp_088_place_6	Rochester	Q49218		"43.165555555556,-77.611388888889"
dvp_088_place_7	Binghamton	Q213814		"42.102222222222,-75.911666666667"
dvp_088_place_8	Philadelphia	Q1345		"39.952777777778,-75.163611111111"
dvp_088_place_9	Buffalo	Q40435		"42.904722222222,-78.849444444444"
dvp_088_place_10	New Jersey	Q1408		"40,-74.5"
dvp_088_place_11	Normandy	Q15878		"49.1223390972,-0.4366442916666"
dvp_088_place_12	Naval Station Pearl Harbor	Q15261194		"21.34927,-157.94397"
dvp_088_place_13	Philadelphia	Q1345		"39.952777777778,-75.163611111111"
dvp_088_place_14	Berwyn	Q261549		"40.0456,-75.4394"
dvp_088_place_15	Hamburg	Q742785		"42.741111111111,-78.856944444444"
dvp_088_place_16	Buffalo	Q40435		"42.904722222222,-78.849444444444"
dvp_088_place_17	Philadelphia	Q1345		"39.952777777778,-75.163611111111"
dvp_088_place_18	Binghamton	Q213814		"42.102222222222,-75.911666666667"
dvp_088_place_19	Hamburg	Q742785		"42.741111111111,-78.856944444444"
dvp_088_place_20	Philadelphia	Q1345		"39.952777777778,-75.163611111111"
dvp_088_place_21	Hanover	Q131908		"43.7,-72.28333333333333"
dvp_088_place_22	South Dakota	Q1211		"44.5,-100"
dvp_088_place_23	Philadelphia	Q1345		"39.952777777778,-75.163611111111"
dvp_088_place_24	Vietnam	Q881		"16,108"
dvp_088_place_25	Burnham Field	Q4999742		"43.6985,-72.2795"
dvp_088_place_26	Brazil	Q155		"-14,-53"
dvp_088_place_27	New York	Q1384		"43,-75"
dvp_088_place_28	California	Q99		"37,-120"
dvp_088_place_29	Vietnam	Q881		"16,108"
