id	placeName	QID	dvp_id	coordinate location
dvp_048_place_0	Rauner Special Collections Library	Q98544730		43.70447,-72.28817
dvp_048_place_1	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_048_place_2	Hanover	Q131908		43.7,-72.28333333333333
dvp_048_place_3	Maine	Q724		45.5,-69
dvp_048_place_4	Maine	Q724		45.5,-69
dvp_048_place_5	Maine	Q724		45.5,-69
dvp_048_place_6	Fort Fairfield	Q3461783		46.7691,-67.8359
dvp_048_place_7	University of Maine	Q1307345		44.89944444,-68.66805556
dvp_048_place_8	Maine	Q724		45.5,-69
dvp_048_place_9	Maine	Q724		45.5,-69
dvp_048_place_10	Maine	Q724		45.5,-69
dvp_048_place_11	Sugarloaf Mountain	Q3503069		45.0314,-70.3131
dvp_048_place_12	Mount Katahdin	Q1858056		45.904355555556,-68.921275
dvp_048_place_13	Maine	Q724		45.5,-69
dvp_048_place_14	Korea	Q18097		38.316666666667,127.23333333333
dvp_048_place_15	Portland	Q49201		43.666666666667,-70.266666666667
dvp_048_place_16	Portland	Q49201		43.666666666667,-70.266666666667
dvp_048_place_17	Portland	Q49201		43.666666666667,-70.266666666667
dvp_048_place_18	Pittsfield	Q887204		44.784,-69.382
dvp_048_place_19	Pittsfield	Q887204		44.784,-69.382
dvp_048_place_20	Maine	Q724		45.5,-69
dvp_048_place_21	Boston	Q100		42.358333333333,-71.0625
dvp_048_place_22	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_048_place_23	Saint Lawrence River	Q134750		49.666666666667,-64.5
dvp_048_place_24	Montreal	Q340		45.508888888889,-73.561666666667
dvp_048_place_25	Quebec	Q176		52,-72
dvp_048_place_26	The Green	Q7738117		43.7033,-72.2886
dvp_048_place_27	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_048_place_28	Congregational church		dvp_0203	43.70639181576554, -72.28763163137073
dvp_048_place_29	Vietnam	Q881		16,108
dvp_048_place_30	Guantanamo Bay Naval Base	Q762570		19.9175,-75.16
dvp_048_place_31	South China Sea	Q37660		12,113
dvp_048_place_32	East Coast		dvp_0202	10.558970, 107.542002
dvp_048_place_33	Guantanamo Bay Naval Base	Q762570		19.9175,-75.16
dvp_048_place_34	Cuba	Q241		22,-79.5
dvp_048_place_35	Cuba	Q241		22,-79.5
dvp_048_place_36	Guantanamo Bay Naval Base	Q762570		19.9175,-75.16
dvp_048_place_37	Vietnam	Q881		16,108
dvp_048_place_38	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_048_place_39	Vietnam	Q881		16,108
dvp_048_place_40	Vietnam	Q881		16,108
dvp_048_place_41	Mekong Delta	Q1052867		10.009,105.824
dvp_048_place_42	Mekong River	Q41179		33.152722222222,94.064027777778
dvp_048_place_43	Mekong River	Q41179		33.152722222222,94.064027777778
dvp_048_place_44	Vietnam	Q881		16,108
dvp_048_place_45	Cuba	Q241		22,-79.5
dvp_048_place_46	Cuba	Q241		22,-79.5
dvp_048_place_47	Mediterranean Sea	Q4918		38,17
dvp_048_place_48	Naples	Q2634		40.833333333333,14.25
dvp_048_place_49	Philadelphia	Q1345		39.952777777778,-75.163611111111
dvp_048_place_50	Guantanamo Bay Naval Base	Q762570		19.9175,-75.16
dvp_048_place_51	Key West	Q485186		24.559722222222,-81.783611111111
dvp_048_place_52	Guantanamo Bay Naval Base	Q762570		19.9175,-75.16
dvp_048_place_53	Cuba	Q241		22,-79.5
dvp_048_place_54	Key West	Q485186		24.559722222222,-81.783611111111
dvp_048_place_55	Guantanamo Bay Naval Base	Q762570		19.9175,-75.16
dvp_048_place_56	Cuba	Q241		22,-79.5
dvp_048_place_57	Cuba	Q241		22,-79.5
dvp_048_place_58	Guantanamo Bay Naval Base	Q762570		19.9175,-75.16
dvp_048_place_59	Guantanamo Bay Naval Base	Q762570		19.9175,-75.16
dvp_048_place_60	Cuba	Q241		22,-79.5
dvp_048_place_61	Cuba	Q241		22,-79.5
dvp_048_place_62	Guantanamo Bay Naval Base	Q762570		19.9175,-75.16
dvp_048_place_63	KG4AN, King George for America's Navy		dvp_0204	19.895, -75.126667
dvp_048_place_64	Cuba	Q241		22,-79.5
dvp_048_place_65	United States of America	Q30		39.828175,-98.5795
dvp_048_place_66	United States of America	Q30		39.828175,-98.5795
dvp_048_place_67	Guantanamo Bay Naval Base	Q762570		19.9175,-75.16
dvp_048_place_68	United States of America	Q30		39.828175,-98.5795
dvp_048_place_69	Portsmouth	Q49191		43.07572,-70.76075
dvp_048_place_70	Philadelphia	Q1345		39.952777777778,-75.163611111111
dvp_048_place_71	Norfolk	Q49231		36.854627777778,-76.274394444444
dvp_048_place_72	Naval Amphibious Base Little Creek	Q3337215		36.917,-76.164
dvp_048_place_73	Norfolk	Q49231		36.854627777778,-76.274394444444
dvp_048_place_74	Vietnam	Q881		16,108
dvp_048_place_75	Vietnam	Q881		16,108
dvp_048_place_76	West Coast of the United States	Q12606		33.963335, -118.861654
dvp_048_place_77	Vietnam	Q881		16,108
dvp_048_place_78	California	Q99		37,-120
dvp_048_place_79	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_048_place_80	United States of America	Q30		39.828175,-98.5795
dvp_048_place_81	People's Republic of China	Q148		35.844722222222224,103.45194444444445
dvp_048_place_82	Tan Son Nhut Air Base	Q4115006		10.818888888889,106.65194444444
dvp_048_place_83	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_048_place_84	Ho Chi Minh trail	Q695916		18.6852,104.8373
dvp_048_place_85	Tan Son Nhat International Airport	Q478595		10.818888888889,106.65194444444
dvp_048_place_86	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_048_place_87	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_048_place_88	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_048_place_89	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_048_place_90	Cholon	Q2405555		10.7514918,106.6604732
dvp_048_place_91	Cholon	Q2405555		10.7514918,106.6604732
dvp_048_place_92	Cholon	Q2405555		10.7514918,106.6604732
dvp_048_place_93	Cửa Việt	Q10752783		16.906666666667,107.19472222222
dvp_048_place_94	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_048_place_95	east coast		dvp_0202	10.558970, 107.542002
dvp_048_place_96	Cửa Việt	Q10752783		16.906111,107.181667
dvp_048_place_97	Cửa Việt	Q10752783		16.906666666667,107.19472222222
dvp_048_place_98	Vietnamese Demilitarized Zone	Q2349960		16.9875,107.0359
dvp_048_place_99	Cuba	Q241		22,-79.5
dvp_048_place_100	Vietnam	Q881		16,108
dvp_048_place_101	Vietnam	Q881		16,108
dvp_048_place_102	Vietnam	Q881		16,108
dvp_048_place_103	Vietnam	Q881		16,108
dvp_048_place_104	Newport	Q54264		41.488002,-71.312622
dvp_048_place_105	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_048_place_106	Vietnam	Q881		16,108
dvp_048_place_107	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_048_place_108	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_048_place_109	Vietnam	Q881		16,108
dvp_048_place_110	Walter Reed National Military Medical Center	Q1457886		39.00194444444445,-77.09361111111112
dvp_048_place_111	Pittsfield	Q887204		44.784,-69.382
dvp_048_place_112	Bethesda	Q584451		38.9806658,-77.100256
dvp_048_place_113	United States of America	Q30		39.828175,-98.5795
dvp_048_place_114	Boston	Q100		42.358333333333,-71.0625
dvp_048_place_115	Hanover	Q131908		43.7,-72.28333333333333
dvp_048_place_116	Boston	Q100		42.358333333333,-71.0625
dvp_048_place_117	Chinatown	Q1009855		42.35,-71.06
dvp_048_place_118	Portsmouth	Q49191		43.07572,-70.76075
dvp_048_place_119	Maine	Q724		45.5,-69
dvp_048_place_120	Brunswick	Q518466		43.910833333333,-69.963055555556
dvp_048_place_121	Boston	Q100		42.358333333333,-71.0625
dvp_048_place_122	Mattapan	Q1499193		42.272222222222,-71.086944444444
dvp_048_place_123	Boston	Q100		42.358333333333,-71.0625
dvp_048_place_124	Needham	Q1664345		42.283333333333,-71.233333333333
dvp_048_place_125	Needham	Q1664345		42.283333333333,-71.233333333333
dvp_048_place_126	New York City	Q60		40.67,-73.94
dvp_048_place_127	New York City	Q60		40.67,-73.94
dvp_048_place_128	Scotland	Q22		57,-5
dvp_048_place_129	Scotland	Q22		57,-5
dvp_048_place_130	Scotland	Q22		57,-5
dvp_048_place_131	Naval Base Kitsap	Q1509410		47.720555555556,-122.71305555556
dvp_048_place_132	Naval Base Kitsap	Q1509410		47.720555555556,-122.71305555556
dvp_048_place_133	United States of America	Q30		39.828175,-98.5795
dvp_048_place_134	Vietnam	Q881		16,108
dvp_048_place_135	Scotland	Q22		57,-5
dvp_048_place_136	Bath	Q22889		43.916388888889,-69.8225
dvp_048_place_137	Scotland	Q22		57,-5
dvp_048_place_138	Washington	Q1223		47.5,-120.5
dvp_048_place_139	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_048_place_140	Walter Reed National Military Medical Center	Q1457886		39.00194444444445,-77.09361111111112
dvp_048_place_141	Walter Reed National Military Medical Center	Q1457886		39.00194444444445,-77.09361111111112
dvp_048_place_142	Walter Reed National Military Medical Center	Q1457886		39.00194444444445,-77.09361111111112
dvp_048_place_143	Washington	Q1223		47.5,-120.5
dvp_048_place_144	Vietnam	Q881		16,108
dvp_048_place_145	Bangor Base	Q579941		47.7208,-122.713
dvp_048_place_146	Maine	Q724		45.5,-69
dvp_048_place_147	Maine	Q724		45.5,-69
dvp_048_place_148	Portland	Q49201		43.666666666667,-70.266666666667
dvp_048_place_149	Maine	Q724		45.5,-69
dvp_048_place_150	Maine	Q724		45.5,-69
dvp_048_place_151	Maine	Q724		45.5,-69
dvp_048_place_152	Portland	Q49201		43.666666666667,-70.266666666667
dvp_048_place_153	Maine	Q724		45.5,-69
dvp_048_place_154	Maine	Q724		45.5,-69
