id	placeName	QID	dvp_id	coordinate location
dvp_091_place_0	Rauner Special Collections Library	Q98544730		43.70447,-72.28817
dvp_091_place_1	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_091_place_2	Hanover	Q131908		43.7,-72.28333333333333
dvp_091_place_3	Berkeley	Q484678		37.870277777778,-122.26805555556
dvp_091_place_4	Berkeley	Q484678		37.870277777778,-122.26805555556
dvp_091_place_5	Berkeley	Q484678		37.870277777778,-122.26805555556
dvp_091_place_6	Virginia	Q1370		37.5,-79
dvp_091_place_7	Arlington County	Q107126		38.880277777778,-77.108333333333
dvp_091_place_8	Virginia	Q1370		37.5,-79
dvp_091_place_9	Arlington County	Q107126		38.880277777778,-77.108333333333
dvp_091_place_10	Falls Church	Q408744		38.882222222222,-77.171111111111
dvp_091_place_11	Alexandria	Q88		38.804722222222,-77.047222222222
dvp_091_place_12	Berkeley	Q484678		37.870277777778,-122.26805555556
dvp_091_place_13	Denver	Q16554		39.739166666667,-104.98472222222
dvp_091_place_14	Denver	Q16554		39.739166666667,-104.98472222222
dvp_091_place_15	Seattle	Q5083		47.60621,-122.33207
dvp_091_place_16	Seattle	Q5083		47.60621,-122.33207
dvp_091_place_17	Santa Ana	Q49244		33.740833333333,-117.88138888889
dvp_091_place_18	Los Angeles	Q65		34.05223,-118.24368
dvp_091_place_19	Orange County	Q5925		33.67,-117.78
dvp_091_place_20	Orange County	Q5925		33.67,-117.78
dvp_091_place_21	Santa Ana	Q49244		33.740833333333,-117.88138888889
dvp_091_place_22	Arlington County	Q107126		38.880277777778,-77.108333333333
dvp_091_place_23	Arlington County	Q107126		38.880277777778,-77.108333333333
dvp_091_place_24	Virginia	Q1370		37.5,-79
dvp_091_place_25	Virginia	Q1370		37.5,-79
dvp_091_place_26	Virginia	Q1370		37.5,-79
dvp_091_place_27	California	Q99		37,-120
dvp_091_place_28	Netherlands	Q55		52.316666666667,5.55
dvp_091_place_29	Detroit	Q12439		42.331666666667,-83.0475
dvp_091_place_30	Virginia	Q1370		37.5,-79
dvp_091_place_31	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_091_place_32	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_091_place_33	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_091_place_34	Vietnam	Q881		16,108
dvp_091_place_35	Kings Point	Q3449107		40.8156,-73.7378
dvp_091_place_36	Mount Moosilauke	Q3321961		44.024511111111,-71.830916666667
dvp_091_place_37	Baltimore	Q5092		39.286388888889,-76.615
dvp_091_place_38	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_091_place_39	Collis Center for Student Involvement	Q100725367		43.70277,-72.28991
dvp_091_place_40	Asia			
dvp_091_place_41	Vietnam	Q881		16,108
