id	placeName	QID	dvp_id	coordinate location
dvp_007_place_0	Abenaqui Country Club	Q104898220		42.9774,-70.7761
dvp_007_place_1	North Hampton	Q2417144		42.9725,-70.829722222222
dvp_007_place_2	Rye Beach	Q7384955		42.9767,-70.7653
dvp_007_place_3	Rye Beach	Q7384955		42.9767,-70.7653
dvp_007_place_4	San Francisco	Q62		37.7775,-122.41638888888889
dvp_007_place_5	San Francisco	Q62		37.7775,-122.41638888888889
dvp_007_place_6	San Francisco	Q62		37.7775,-122.41638888888889
dvp_007_place_7	Massachusetts	Q771		42.3,-71.8
dvp_007_place_8	Brockton	Q49193		42.083333333333,-71.018888888889
dvp_007_place_9	Cape Cod	Q49152		41.688889,-70.296944
dvp_007_place_10	Sheffield	Q2306176		42.110277777778,-73.355555555556
dvp_007_place_11	Yale University	Q49112		41.311111111111,-72.926666666667
dvp_007_place_12	Yale University	Q49112		41.311111111111,-72.926666666667
dvp_007_place_13	Berkshire School	Q4892294		42.1158,-73.4139
dvp_007_place_14	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_007_place_15	Choate Cluster	Q101445656		43.7073705,-72.2905446
dvp_007_place_16	Middle Massachusetts Hall	Q104898322		43.7041,-72.28973
dvp_007_place_17	Newport	Q54264		41.488002,-71.312622
dvp_007_place_18	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_007_place_19	Baker Memorial Library	Q4849183		43.705,-72.289166666667
dvp_007_place_20	Map Room [now the Evans Map Room]		dvp_0167  	43.705,-72.289166666667
dvp_007_place_21	Cuba	Q241		22,-79.5
dvp_007_place_22	Vietnam	Q881		16,108
dvp_007_place_23	Newport	Q54264		41.488002,-71.312622
dvp_007_place_24	Newport	Q54264		41.488002,-71.312622
dvp_007_place_25	Burg Drachenfels	Q1011486		50.6652,7.21011
dvp_007_place_26	England	Q79282		34.544166666667,-91.9675
dvp_007_place_27	United States of America	Q30		39.828175,-98.5795
dvp_007_place_28	Wilmington	Q659400		34.223333333333,-77.912222222222
dvp_007_place_29	Boston	Q100		42.358333333333,-71.0625
dvp_007_place_30	Boston Navy Yard	Q894573		42.376111111111,-71.0525
dvp_007_place_31	Chelsea Naval Hospital	Q5090110		42.3897,-71.0476
dvp_007_place_32	Newport	Q54264		41.488002,-71.312622
dvp_007_place_33	Newport	Q54264		41.488002,-71.312622
dvp_007_place_34	Newport	Q54264		41.488002,-71.312622
dvp_007_place_35	King Building	Q79302162		-39.057832,174.073083
dvp_007_place_36	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_007_place_37	Brunswick	Q994144		31.158888888889,-81.489166666667
dvp_007_place_38	Jacksonville	Q16568		30.316666666667,-81.65
dvp_007_place_39	Jacksonville	Q16568		30.316666666667,-81.65
dvp_007_place_40	Jacksonville	Q16568		30.316666666667,-81.65
dvp_007_place_41	Jacksonville	Q16568		30.316666666667,-81.65
dvp_007_place_42	Jacksonville	Q16568		30.316666666667,-81.65
dvp_007_place_43	Brunswick	Q994144		31.158888888889,-81.489166666667
dvp_007_place_44	Savannah	Q83813		32.050833333333,-81.103888888889
dvp_007_place_45	Georgia	Q1428		33,-83.5
dvp_007_place_46	Boston	Q100		42.358333333333,-71.0625
