id	persName	QID	dvp_id
dvp_074_person_0	Leigh Steinberg [‘18]		dvp_0705
dvp_074_person_1	Rand Beers	Q7291417	
dvp_074_person_2	Rand Beers	Q7291417	
dvp_074_person_3	Barack Obama	Q76	
dvp_074_person_4	HEW		
dvp_074_person_5	Dwight D. Eisenhower	Q9916	
dvp_074_person_6	Dwight D. Eisenhower	Q9916	
dvp_074_person_7	Richard Nixon	Q9588	
dvp_074_person_8	Adlai Stevenson II	Q311719	
dvp_074_person_9	Estes Kefauver	Q1108617	
dvp_074_person_10	William Averell Harriman	Q345531	
dvp_074_person_11	Adlai Stevenson II	Q311719	
dvp_074_person_12	Estes Kefauver	Q1108617	
dvp_074_person_13	John F. Kennedy	Q9696	
dvp_074_person_14	John Glenn	Q182642	
dvp_074_person_15	John George Kemeny	Q28900	
dvp_074_person_16	John George Kemeny	Q28900	
dvp_074_person_17	ROTC		
dvp_074_person_18	Army ROTC		
dvp_074_person_19	James L. Buckley	Q1244777	
dvp_074_person_20	Ayn Rand	Q132524	
dvp_074_person_21	John Galt	Q1642740	
dvp_074_person_22	John F. Kennedy	Q9696	
dvp_074_person_23	Richard Nixon	Q9588	
dvp_074_person_24	Martin Luther King Jr.	Q8027	
dvp_074_person_25	Baker		
dvp_074_person_26	John F. Kennedy	Q9696	
dvp_074_person_27	Richard Nixon	Q9588	
dvp_074_person_28	John F. Kennedy	Q9696	
dvp_074_person_29	Richard Nixon	Q9588	
dvp_074_person_30	John F. Kennedy	Q9696	
dvp_074_person_31	Lee Harvey Oswald	Q48745	
dvp_074_person_32	Lyndon B. Johnson	Q9640	
dvp_074_person_33	Lyndon B. Johnson	Q9640	
dvp_074_person_34	Barry Goldwater	Q319129	
dvp_074_person_35	Lyndon B. Johnson	Q9640	
dvp_074_person_36	Barry Goldwater	Q319129	
dvp_074_person_37	John Wayne	Q40531	
dvp_074_person_38	John Wayne	Q40531	
dvp_074_person_39	Khe Sanh		
dvp_074_person_40	Dien Bien Phu		
dvp_074_person_41	Ernest Hemingway	Q23434	
dvp_074_person_42	John Wayne	Q40531	
dvp_074_person_43	John Wayne	Q40531	
dvp_074_person_44	Joseph McCarthy	Q189197	
dvp_074_person_45	Lyndon B. Johnson	Q9640	
dvp_074_person_46	Robert F. Kennedy	Q25310	
dvp_074_person_47	Martin Luther King Jr.	Q8027	
dvp_074_person_48	Robert F. Kennedy	Q25310	
dvp_074_person_49	Martin Luther King Jr.	Q8027	
dvp_074_person_50	John F. Kennedy	Q9696	
dvp_074_person_51	Martin Luther King Jr.	Q8027	
dvp_074_person_52	Hubert Humphrey	Q209989	
dvp_074_person_53	Lyndon B. Johnson	Q9640	
dvp_074_person_54	Lyndon B. Johnson	Q9640	
dvp_074_person_55	Richard Nixon	Q9588	
dvp_074_person_56	Hubert Humphrey	Q209989	
dvp_074_person_57	Bob Dole	Q319079	
dvp_074_person_58	Richard Nixon	Q9588	
dvp_074_person_59	Ronald Reagan	Q9960	
dvp_074_person_60	Ronald Reagan	Q9960	
dvp_074_person_61	Ronald Reagan	Q9960	
dvp_074_person_62	Colin Powell	Q150851	
dvp_074_person_63	Colin Powell	Q150851	
dvp_074_person_64	Arnold Schwarzenegger	Q2685	
dvp_074_person_65	Norman Schwarzkopf Jr.	Q310188	
dvp_074_person_66	James Baker	Q223151	
dvp_074_person_67	Colin Powell	Q150851	
dvp_074_person_68	Condoleezza Rice	Q47216	
dvp_074_person_69	George Tenet	Q201430	
dvp_074_person_70	Richard Armitage	Q623395	
dvp_074_person_71	Colin Powell	Q150851	
dvp_074_person_72	Colin Powell	Q150851	
dvp_074_person_73	Alejandro Toledo	Q207426	
dvp_074_person_74	Colin Powell	Q150851	
dvp_074_person_75	Colin Powell	Q150851	
dvp_074_person_76	Richard A. Clarke	Q560747	
dvp_074_person_77	Colin Powell	Q150851	
dvp_074_person_78	George W. Bush	Q207	
dvp_074_person_79	Osama bin Laden	Q1317	
dvp_074_person_80	George W. Bush	Q207	
dvp_074_person_81	Richard A. Clarke	Q560747	
dvp_074_person_82	Saddam Hussein	Q1316	
dvp_074_person_83	Saddam Hussein	Q1316	
dvp_074_person_84	Dick Cheney	Q48259	
dvp_074_person_85	Paul Wolfowitz	Q219861	
dvp_074_person_86	Condoleezza Rice	Q47216	
dvp_074_person_87	Tom Ridge	Q559822	
dvp_074_person_88	Tom Ridge	Q559822	
dvp_074_person_89	John A. Gordon	Q6217708	
dvp_074_person_90	Osama bin Laden	Q1317	
dvp_074_person_91	Paul Wolfowitz	Q219861	
dvp_074_person_92	George Tenet	Q201430	
dvp_074_person_93	Condoleezza Rice	Q47216	
dvp_074_person_94	George W. Bush	Q207	
dvp_074_person_95	Colin Powell	Q150851	
dvp_074_person_96	Colin Powell	Q150851	
dvp_074_person_97	Donald Rumsfeld	Q184650	
dvp_074_person_98	Saxby Chambliss	Q734330	
dvp_074_person_99	Max Cleland	Q530386	
dvp_074_person_100	Max Cleland	Q530386	
dvp_074_person_101	Saxby Chambliss	Q734330	
dvp_074_person_102	Max Cleland	Q530386	
dvp_074_person_103	John A. Gordon	Q6217708	
dvp_074_person_104	Condoleezza Rice	Q47216	
dvp_074_person_105	Karen DeYoung	Q1792048	
dvp_074_person_106	Karen DeYoung	Q1792048	
dvp_074_person_107	Abu Musab al-Zarqawi	Q181049	
dvp_074_person_108	Saddam Hussein	Q1316	
dvp_074_person_109	Joe Lieberman	Q160157	
dvp_074_person_110	Howard Dean	Q337470	
dvp_074_person_111	John Kerry	Q22316	
dvp_074_person_112	Dick Gephardt	Q1209677	
dvp_074_person_113	John Kerry	Q22316	
dvp_074_person_114	Sandy Berger	Q46089	
dvp_074_person_115	James Baker	Q223151	
dvp_074_person_116	Jimmy Carter	Q23685	
dvp_074_person_117	John Kerry	Q22316	
dvp_074_person_118	George W. Bush	Q207	
dvp_074_person_119	John Kerry	Q22316	
dvp_074_person_120	Madeleine Albright	Q174438	
dvp_074_person_121	Joe Biden	Q6279	
dvp_074_person_122	John Kerry	Q22316	
dvp_074_person_123	John Kerry	Q22316	
dvp_074_person_124	Bob Casey Jr.	Q887841	
dvp_074_person_125	Amy Klobuchar	Q22237	
dvp_074_person_126	Claire McCaskill	Q22260	
dvp_074_person_127	Tom Udall	Q957690	
dvp_074_person_128	Leigh Steinberg	Q3229162	
dvp_074_person_129	John Kerry	Q22316	
dvp_074_person_130	John Kerry	Q22316	
dvp_074_person_131	Tom Ridge	Q559822	
dvp_074_person_132	Janet Napolitano	Q229032	
dvp_074_person_133	Jane Holl Lute	Q6152386	
dvp_074_person_134	George W. Bush	Q207	
dvp_074_person_135	Eric Holder	Q312644	
dvp_074_person_136	Barack Obama	Q76	
dvp_074_person_137	Janet Napolitano	Q229032	
dvp_074_person_138	Janet Napolitano	Q229032	
dvp_074_person_139	Janet Napolitano	Q229032	
