id	name
dvp_203_event_0	Depression
dvp_203_event_1	war
dvp_203_event_2	World War Two
dvp_203_event_3	Second World War
dvp_203_event_4	war
dvp_203_event_5	war
dvp_203_event_6	war
dvp_203_event_7	Tet Offensive
dvp_203_event_8	Battle of Huế
dvp_203_event_9	war
dvp_203_event_10	war
dvp_203_event_11	war
dvp_203_event_12	war
dvp_203_event_13	America's Cup
dvp_203_event_14	Second World War
dvp_203_event_15	war
dvp_203_event_16	Battle of Long Tan
dvp_203_event_17	war
dvp_203_event_18	war
dvp_203_event_19	escaping on the helicopters
dvp_203_event_20	Tet Offensive
dvp_203_event_21	Tet
dvp_203_event_22	war
dvp_203_event_23	war
dvp_203_event_24	Vietnam
dvp_203_event_25	Korea
dvp_203_event_26	war
dvp_203_event_27	Vietnam
dvp_203_event_28	Vietnam
dvp_203_event_29	Afghanistan
dvp_203_event_30	Vietnam
dvp_203_event_31	war
dvp_203_event_32	Vietnam
dvp_203_event_33	war
dvp_203_event_34	war
dvp_203_event_35	war
dvp_203_event_36	wars
dvp_203_event_37	war
dvp_203_event_38	war
dvp_203_event_39	My Lai
dvp_203_event_40	blew up
dvp_203_event_41	Korea
dvp_203_event_42	landed in Normandy
