id	placeName	Qid	dvp_id	coordinate location
dvp_053_place_0	Rauner Special Collections Library	Q98544730		43.70447,-72.28817
dvp_053_place_1	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_053_place_2	Hanover	Q131908		43.7,-72.28333333333333
dvp_053_place_3	Cleveland	Q37320		41.482222222222,-81.669722222222
dvp_053_place_4	Shaker Heights	Q1065497		41.476388888889,-81.551666666667
dvp_053_place_5	Cleveland	Q37320		41.482222222222,-81.669722222222
dvp_053_place_6	Shaker Heights	Q1065497		41.476388888889,-81.551666666667
dvp_053_place_7	Shaker Heights	Q1065497		41.476388888889,-81.551666666667
dvp_053_place_8	Cleveland	Q37320		41.482222222222,-81.669722222222
dvp_053_place_9	Shaker Heights	Q1065497		41.476388888889,-81.551666666667
dvp_053_place_10	Cleveland	Q37320		41.482222222222,-81.669722222222
dvp_053_place_11	Colgate University	Q1191335		42.819444444444,-75.536388888889
dvp_053_place_12	University of Massachusetts Boston	Q15144		42.313432,-71.038445
dvp_053_place_13	Amherst College	Q49165		42.370833333333,-72.516944444444
dvp_053_place_14	Williams College	Q49166		42.71275,-73.2031
dvp_053_place_15	Boston	Q100		42.358333333333,-71.0625
dvp_053_place_16	Massachusetts Institute of Technology	Q49108		42.35982,-71.09211
dvp_053_place_17	Massachusetts Institute of Technology	Q49108		42.35982,-71.09211
dvp_053_place_18	Massachusetts Institute of Technology	Q49108		42.35982,-71.09211
dvp_053_place_19	Harvard University	Q13371		42.374443888889,-71.116943888889
dvp_053_place_20	Harvard University	Q13371		42.374443888889,-71.116943888889
dvp_053_place_21	Hanover	Q131908		43.7,-72.28333333333333
dvp_053_place_22	The Hanover Public House	Q26483062		51.945524,1.288893
dvp_053_place_23	The Hanover Public House	Q26483062		51.945524,1.288893
dvp_053_place_24	Dartmouth Hall	Q105669850		43.70376,-72.28706
dvp_053_place_25	New Hampshire Route 10	Q1045484		43.699189,-72.2918867
dvp_053_place_26	Russia	Q159		66.41666666666667,94.25
dvp_053_place_27	Cleveland	Q37320		41.482222222222,-81.669722222222
dvp_053_place_28	Cleveland	Q37320		41.482222222222,-81.669722222222
dvp_053_place_29	corner of 26th [Street] and Euclid [Avenue]		dvp_0224	41.502163, -81.669861
dvp_053_place_30	Cleveland	Q37320		41.482222222222,-81.669722222222
dvp_053_place_31	Choate Cluster	Q101445656		43.7073705,-72.2905446
dvp_053_place_32	Mid Fayerweather Hall	Q104891220		43.7037434,-72.2864077
dvp_053_place_33	Aquinas House	Q104889608		43.7075792,-72.2939045
dvp_053_place_34	Vermont	Q16551		44,-72.7
dvp_053_place_35	Collis Center for Student Involvement	Q100725367		43.70277,-72.28991
dvp_053_place_36	Vietnam	Q881		16,108
dvp_053_place_37	Shaker Heights	Q1065497		41.476388888889,-81.551666666667
dvp_053_place_38	Shaker Heights High School	Q7462725		41.4733,-81.5692
dvp_053_place_39	Bartlett Hall	Q105755150		43.7030455,-72.2956269
dvp_053_place_40	Spaulding Auditorium	Q104881588		43.70164,-72.28816
dvp_053_place_41	1902 Room [of the Baker Library, now the Baker-Berry Library]		dvp_0222	43.7054744,-72.2934546
dvp_053_place_42	New York City	Q60		40.67,-73.94
dvp_053_place_43	New York Hospital	Q7013596		40.76469,-73.95396
dvp_053_place_44	Memorial Sloan Kettering Cancer Center	Q1808012		40.7641,-73.9568
dvp_053_place_45	Hospital for Special Surgery	Q5908726		40.765278,-73.954167
dvp_053_place_46	New York City	Q60		40.67,-73.94
dvp_053_place_47	Langley Field	Q650056		37.0828,-76.3606
dvp_053_place_48	Virginia	Q1370		37.5,-79
dvp_053_place_49	New York City	Q60		40.67,-73.94
dvp_053_place_50	Memorial Sloan Kettering Cancer Center	Q1808012		40.7641,-73.9568
dvp_053_place_51	Langley Field	Q650056		37.0828,-76.3606
dvp_053_place_52	Udorn Royal Thai Air Force Base	Q7877292		17.3864,102.788
dvp_053_place_53	Thailand	Q869		14,101
dvp_053_place_54	Ohio	Q1397		40.5,-82.5
dvp_053_place_55	Randolph Air Force Base	Q980034		29.529675,-98.2789
dvp_053_place_56	Texas	Q1439		31,-100
dvp_053_place_57	Randolph Air Force Base	Q980034		29.529675,-98.2789
dvp_053_place_58	Randolph Air Force Base	Q980034		29.529675,-98.2789
dvp_053_place_59	Wichita Falls	Q128349		33.896944444444,-98.515
dvp_053_place_60	Sheppard Air Force Base	Q176146		33.9889,-98.4919
