id	orgName	QID	dvp_id
dvp_057_org_0	Dartmouth Vietnam Project	Q104889683	
dvp_057_org_1	Palisades Charter High School	Q7127596	
dvp_057_org_2	Palisades Charter High School	Q7127596	
dvp_057_org_3	Palisades Charter High School	Q7127596	
dvp_057_org_4	Palisades Charter High School	Q7127596	
dvp_057_org_5	Republican Party	Q29468	
dvp_057_org_6	IBM	Q37156	
dvp_057_org_7	Dartmouth College	Q49116	
dvp_057_org_8	Ivy League	Q49113	
dvp_057_org_9	Dartmouth College	Q49116	
dvp_057_org_10	University of California, Berkeley	Q168756	
dvp_057_org_11	Scouts BSA	Q7887340	
dvp_057_org_12	Scouts BSA	Q7887340	
dvp_057_org_13	United States Army	Q9212	
dvp_057_org_14	The Ed Sullivan Show	Q2081494	
dvp_057_org_15	Dartmouth College	Q49116	
dvp_057_org_16	Dartmouth College	Q49116	
dvp_057_org_17	Palisades Charter High School	Q7127596	
dvp_057_org_18	Harvard University	Q13371	
dvp_057_org_19	Harvard University	Q13371	
dvp_057_org_20	Harvard University	Q13371	
dvp_057_org_21	Harvard University	Q13371	
dvp_057_org_22	Ivy League	Q49113	
dvp_057_org_23	Ivy League	Q49113	
dvp_057_org_24	Dartmouth College	Q49116	
dvp_057_org_25	Dartmouth College	Q49116	
dvp_057_org_26	Dartmouth College	Q49116	
dvp_057_org_27	Dartmouth College	Q49116	
dvp_057_org_28	Dartmouth College	Q49116	
dvp_057_org_29	Dartmouth College	Q49116	
dvp_057_org_30	Dartmouth College	Q49116	
dvp_057_org_31	Dartmouth College	Q49116	
dvp_057_org_32	Dartmouth College	Q49116	
dvp_057_org_33	Dartmouth College	Q49116	
dvp_057_org_34	Student Nonviolent Coordinating Committee	Q127723	
dvp_057_org_35	Dartmouth College	Q49116	
dvp_057_org_36	Phillips Exeter Academy	Q1426464	
dvp_057_org_37	Phillips Exeter Academy	Q1426464	
dvp_057_org_38	Phillips Academy	Q1432645	
dvp_057_org_39	Dartmouth College	Q49116	
dvp_057_org_40	Colby College	Q1075116	
dvp_057_org_41	Dartmouth College	Q49116	
dvp_057_org_42	Dartmouth College	Q49116	
