id	placeName	QID	dvp_id	coordinate location
dvp_084_place_0	Rauner Special Collections Library	Q98544730		"43.70447,-72.28817"
dvp_084_place_1	Eaton	Q2430189		"43.909444444444,-71.082222222222"
dvp_084_place_2	Rochester	Q985354		"43.301944444444,-70.973055555556"
dvp_084_place_3	Rochester	Q985354		"43.301944444444,-70.973055555556"
dvp_084_place_4	New Hampshire	Q759		"44,-71.5"
dvp_084_place_5	Rochester	Q985354		"43.301944444444,-70.973055555556"
dvp_084_place_6	Hanover	Q131908		"43.7,-72.28333333333333"
dvp_084_place_7	Lewiston	Q501170		"44.0975,-70.1925"
dvp_084_place_8	New Hampshire	Q759		"44,-71.5"
dvp_084_place_9	New Hampshire	Q759		"44,-71.5"
dvp_084_place_10	New Hampshire	Q759		"44,-71.5"
dvp_084_place_11	New Hampshire	Q759		"44,-71.5"
dvp_084_place_12	New Hampshire	Q759		"44,-71.5"
dvp_084_place_13	Dartmouth Hall	Q105669850		"43.70376,-72.28706"
dvp_084_place_14	Southeast Asia			
dvp_084_place_15	Vietnam	Q881		"16,108"
dvp_084_place_16	Vietnam	Q881		"16,108"
dvp_084_place_17	Vietnam	Q881		"16,108"
dvp_084_place_18	United States of America	Q30		"39.828175,-98.5795"
dvp_084_place_19	Exeter	Q990504		"42.981388888889,-70.947777777778"
dvp_084_place_20	Collis Center for Student Involvement	Q100725367		"43.70277,-72.28991"
dvp_084_place_21	Collis Center for Student Involvement	Q100725367		"43.70277,-72.28991"
dvp_084_place_22	Little Hall	Q108655521		"43.707095,-72.29077"
dvp_084_place_23	Brown Hall	Q107671350		"43.707306,-72.290344"
dvp_084_place_24	Gamma Delta Chi	Q108655616		"43.706558,-72.290044"
dvp_084_place_25	New York City	Q60		"40.712728,-74.006015"
dvp_084_place_26	New England			
dvp_084_place_27	Quebec	Q176		"52,-72"
dvp_084_place_28	New York City	Q60		"40.712728,-74.006015"
dvp_084_place_29	Connecticut River	Q379648		"45.2375,-71.2"
dvp_084_place_30	Hanover	Q131908		"43.7,-72.28333333333333"
dvp_084_place_31	Dartmouth College	Q49116		"43.703333333333,-72.288333333333"
dvp_084_place_32	Baker Memorial Library	Q4849183		"43.705,-72.289166666667"
dvp_084_place_33	Baker Memorial Library	Q4849183		"43.705,-72.289166666667"
dvp_084_place_34	Class of 1953 Commons	Q98636574		"43.70309,-72.29092"
dvp_084_place_35	Collis Center for Student Involvement	Q100725367		"43.70277,-72.28991"
dvp_084_place_36	Class of 1953 Commons	Q98636574		"43.70309,-72.29092"
dvp_084_place_37	Interstate 89	Q94957		"43.783045, -72.468448"
dvp_084_place_38	Interstate 89	Q94957		"43.783045, -72.468448"
dvp_084_place_39	New London	Q2417089		"43.413888888889,-71.985277777778"
dvp_084_place_40	Vermont	Q16551		"44,-72.7"
dvp_084_place_41	Alumni Gymnasium	Q108655720		"43.702794,-72.283979"
dvp_084_place_42	Webster Avenue	Q105454005		"43.70652,-72.29225"
dvp_084_place_43	Hanover	Q131908		"43.7,-72.28333333333333"
dvp_084_place_44	London	Q84		"51.507222222222,-0.1275"
dvp_084_place_45	London	Q84		"51.507222222222,-0.1275"
dvp_084_place_46	Wimbledon	Q736742		"51.4235,-0.2171"
dvp_084_place_47	Southeast Asia			
dvp_084_place_48	Russia	Q159		"66.41666666666667,94.25"
dvp_084_place_49	Southeast Asia			
dvp_084_place_50	Boston	Q100		"42.358333333333,-71.0625"
dvp_084_place_51	Naval Air Station Brunswick	Q3015041		"43.892222222222,-69.938611111111"
dvp_084_place_52	Brunswick	Q518466		"43.910833333333,-69.963055555556"
dvp_084_place_53	Main Street	Q104906192		"43.70167,-72.28942"
dvp_084_place_54	Hanover	Q131908		"43.7,-72.28333333333333"
dvp_084_place_55	Main Street	Q104906192		"43.70167,-72.28942"
dvp_084_place_56	Hanover	Q131908		"43.7,-72.28333333333333"
dvp_084_place_57	Collis Center for Student Involvement	Q100725367		"43.70277,-72.28991"
dvp_084_place_58	The Green	Q7738117		"43.7033,-72.2886"
dvp_084_place_59	Naval Air Station Brunswick	Q3015041		"43.892222222222,-69.938611111111"
dvp_084_place_60	Naval Air Station Brunswick	Q3015041		"43.892222222222,-69.938611111111"
dvp_084_place_61	Boston	Q100		"42.358333333333,-71.0625"
dvp_084_place_62	Boston Navy Yard	Q894573		"42.376111111111,-71.0525"
dvp_084_place_63	Naval Station Newport	Q6981941		"41.528,-71.312"
dvp_084_place_64	Canada	Q16		"56,-109"
dvp_084_place_65	Naval Amphibious Base Little Creek	Q3337215		"36.917,-76.164"
dvp_084_place_66	Vietnam	Q881		"16,108"
dvp_084_place_67	Naval Air Station Corpus Christi	Q3016314		"27.6925,-97.2911"
dvp_084_place_68	Corpus Christi	Q49242		"27.742777777778,-97.401944444444"
dvp_084_place_69	Midwest			
dvp_084_place_70	Corpus Christi	Q49242		"27.742777777778,-97.401944444444"
dvp_084_place_71	Corpus Christi	Q49242		"27.742777777778,-97.401944444444"
dvp_084_place_72	Hanover	Q131908		"43.7,-72.28333333333333"
dvp_084_place_73	Vietnam	Q881		"16,108"
dvp_084_place_74	The Green	Q7738117		"43.7033,-72.2886"
dvp_084_place_75	state police			
dvp_084_place_76	Caribbean Sea	Q1247		"15,-75"
dvp_084_place_77	New Hampshire	Q759		"44,-71.5"
dvp_084_place_78	New Hampshire	Q759		"44,-71.5"
dvp_084_place_79	Newport	Q54264		"41.488002,-71.312622"
dvp_084_place_80	Newport	Q54264		"41.488002,-71.312622"
dvp_084_place_81	San Diego	Q16552		"32.715,-117.1625"
dvp_084_place_82	Hawaii	Q782		"21.3075,-157.8575"
dvp_084_place_83	Lebanon Street	Q108655797		"43.700543,-72.285075"
dvp_084_place_84	Lebanon Street	Q108655797		"43.700543,-72.285075"
dvp_084_place_85	Lebanon Street	Q108655797		"43.700543,-72.285075"
dvp_084_place_86	Lebanon Street	Q108655797		"43.700543,-72.285075"
dvp_084_place_87	Dartmouth Hall	Q105669850		"43.70376,-72.28706"
dvp_084_place_88	New York City	Q60		"40.712728,-74.006015"
dvp_084_place_89	BEMA [Big Empty Meeting Area]	Q98636182		"43.70521,-72.28445"
dvp_084_place_90	BEMA [Big Empty Meeting Area]	Q98636182		"43.70521,-72.28445"
dvp_084_place_91	Mediterranean Sea	Q4918		"38,17"
dvp_084_place_92	New Jersey	Q1408		"40,-74.5"
dvp_084_place_93	La Rodá	Q49163532		"43.33463888888889,-5.85775"
dvp_084_place_94	Nice	Q33959		"43.701944444444,7.2683333333333"
dvp_084_place_95	Sanremo	Q33962		"43.8175,7.775"
dvp_084_place_96	Italian Riviera	Q11124206		"44.435916666666664,8.782222222222222"
dvp_084_place_97	Mediterranean Sea	Q4918		"38,17"
dvp_084_place_98	New York City	Q60		"40.712728,-74.006015"
dvp_084_place_99	Brooklyn Navy Yard	Q524435		"40.702763888889,-73.973436111111"
dvp_084_place_100	Brooklyn	Q18419		"40.692777777778,-73.990277777778"
dvp_084_place_101	New York City	Q60		"40.712728,-74.006015"
dvp_084_place_102	Broadway	Q11260		"40.770139,-73.982069"
dvp_084_place_103	Brooklyn	Q18419		"40.692777777778,-73.990277777778"
dvp_084_place_104	Brooklyn	Q18419		"40.692777777778,-73.990277777778"
dvp_084_place_105	John F. Kennedy International Airport	Q8685		"40.639722,-73.778889"
dvp_084_place_106	Brooklyn	Q18419		"40.692777777778,-73.990277777778"
dvp_084_place_107	Parkhurst Hall	Q100952777		"43.70404,-72.28995"
dvp_084_place_108	New Hampshire	Q759		"44,-71.5"
dvp_084_place_109	Canada	Q16		"56,-109"
dvp_084_place_110	Parkhurst Hall	Q100952777		"43.70404,-72.28995"
dvp_084_place_111	Canada	Q16		"56,-109"
dvp_084_place_112	Canada	Q16		"56,-109"
dvp_084_place_113	Brooklyn	Q18419		"40.692777777778,-73.990277777778"
dvp_084_place_114	Brooklyn	Q18419		"40.692777777778,-73.990277777778"
dvp_084_place_115	Vietnam	Q881		"16,108"
dvp_084_place_116	Vietnam	Q881		"16,108"
dvp_084_place_117	Vietnam	Q881		"16,108"
dvp_084_place_118	Vietnam	Q881		"16,108"
dvp_084_place_119	Vietnam	Q881		"16,108"
dvp_084_place_120	Vietnam	Q881		"16,108"
dvp_084_place_121	Vietnam	Q881		"16,108"
dvp_084_place_122	New Jersey	Q1408		"40,-74.5"
dvp_084_place_123	Vietnam	Q881		"16,108"
dvp_084_place_124	South Vietnam	Q180573		"10.75,106.66666666667"
dvp_084_place_125	Vietnam	Q881		"16,108"
dvp_084_place_126	Naval Amphibious Base Little Creek	Q3337215		"36.917,-76.164"
dvp_084_place_127	Roosevelt Roads Naval Station	Q3850219		"18.245113,-65.64342"
dvp_084_place_128	Roosevelt Roads Naval Station	Q3850219		"18.245113,-65.64342"
dvp_084_place_129	Naval Air Station Oceana	Q1394215		"36.8206,-76.0333"
dvp_084_place_130	Naval Station Norfolk	Q1627684		"36.945,-76.3133"
dvp_084_place_131	Mediterranean Sea	Q4918		"38,17"
dvp_084_place_132	Vietnam	Q881		"16,108"
dvp_084_place_133	Mediterranean Sea	Q4918		"38,17"
dvp_084_place_134	Mediterranean Sea	Q4918		"38,17"
dvp_084_place_135	Mediterranean Sea	Q4918		"38,17"
dvp_084_place_136	Baltic Sea	Q545		"58,20"
dvp_084_place_137	Russia	Q159		"66.41666666666667,94.25"
dvp_084_place_138	Russia	Q159		"66.41666666666667,94.25"
dvp_084_place_139	Iceland	Q189		"65,-19"
dvp_084_place_140	Greenland	Q223		"72,-40"
dvp_084_place_141	Black Sea	Q166		"44,35"
dvp_084_place_142	Black Sea	Q166		"44,35"
dvp_084_place_143	Mediterranean Sea	Q4918		"38,17"
dvp_084_place_144	Tunisia	Q948		"34,10"
dvp_084_place_145	Brooklyn	Q18419		"40.692777777778,-73.990277777778"
dvp_084_place_146	Brooklyn	Q18419		"40.692777777778,-73.990277777778"
dvp_084_place_147	Brooklyn	Q18419		"40.692777777778,-73.990277777778"
dvp_084_place_148	Brooklyn	Q18419		"40.692777777778,-73.990277777778"
dvp_084_place_149	New England			
dvp_084_place_150	Naval Station Norfolk	Q1627684		"36.945,-76.3133"
dvp_084_place_151	Naval Submarine Base New London	Q6981948		"41.398115,-72.086964"
dvp_084_place_152	Monterey	Q487315		"36.60024,-121.89468"
dvp_084_place_153	New Hampshire	Q759		"44,-71.5"
dvp_084_place_154	Vietnam	Q881		"16,108"
dvp_084_place_155	Vietnam	Q881		"16,108"
dvp_084_place_156	Vietnam	Q881		"16,108"
dvp_084_place_157	East Coast			
dvp_084_place_158	East Coast			
dvp_084_place_159	Vietnam	Q881		"16,108"
