id	name
dvp_057_event_0	Cuba Missile Crisis
dvp_057_event_1	Cuban Missile Crisis
dvp_057_event_2	Missile Crisis
dvp_057_event_3	Vietnam War
dvp_057_event_4	Challenger explosion
dvp_057_event_5	Vietnam War
dvp_057_event_6	Vietnam War
dvp_057_event_7	Geneva Accords
dvp_057_event_8	Parkhurst takeover
dvp_057_event_9	Attica [the 1971 prison riot at Attica Correctional Facility]
dvp_057_event_10	Attica
dvp_057_event_11	World War II
dvp_057_event_12	World War II
dvp_057_event_13	Democratic Convention
