id	placeName	QID	dvp_id	coordinate location
dvp_010_place_0	Jones Media Center, Room 266	Q104923550		43.70537, -72.28895
dvp_010_place_1	West Virginia	Q1371		39,-80.5
dvp_010_place_2	Virginia	Q1370		37.5,-79
dvp_010_place_3	Virginia	Q1370		37.5,-79
dvp_010_place_4	West Virginia	Q1371		39,-80.5
dvp_010_place_5	Ohio	Q1397		40.5,-82.5
dvp_010_place_6	Wheeling	Q838112		40.070277777778,-80.698611111111
dvp_010_place_7	West Virginia	Q1371		39,-80.5
dvp_010_place_8	Dehue	Q5252373		37.8061,-81.9058
dvp_010_place_9	Logan County	Q495160		37.83,-81.94
dvp_010_place_10	West Virginia	Q1371		39,-80.5
dvp_010_place_11	Chieftain [Motor Inn]	Q104923345		43.73138, -72.26269
dvp_010_place_12	Chieftain	Q104923345		43.73138, -72.26269
dvp_010_place_13	Hanover	Q131908		43.7,-72.28333333333333
dvp_010_place_14	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_010_place_15	[Robert L.] “Bob” Blackman			
dvp_010_place_16	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_010_place_17	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_010_place_18	United States of America	Q30		39.828175,-98.5795
dvp_010_place_19	Russia	Q159		66.41666666666667,94.25
dvp_010_place_20	Poland	Q36		52,19
dvp_010_place_21	Italy	Q38		42.5,12.5
dvp_010_place_22	Spain	Q29		40.2,-3.5
dvp_010_place_23	Philmont Scout Ranch	Q7185999		36.4542,-104.956
dvp_010_place_24	Valley Forge	Q1855211		40.0969,-75.4392
dvp_010_place_25	Philadelphia	Q1345		39.952777777778,-75.163611111111
dvp_010_place_26	New Mexico	Q1522		34,-106
dvp_010_place_27	West Virginia	Q1371		39,-80.5
dvp_010_place_28	New Mexico	Q1522		34,-106
dvp_010_place_29	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_010_place_30	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_010_place_31	Hanover	Q131908		43.7,-72.28333333333333
dvp_010_place_32	Connecticut	Q779		41.6,-72.7
dvp_010_place_33	West Virginia	Q1371		39,-80.5
dvp_010_place_34	Hanover	Q131908		43.7,-72.28333333333333
