id	placeName	QID	dvp_id	coordinate location
dvp_003_place_0	Rauner Special Collections Library	Q98544730		43.70447,-72.28817
dvp_003_place_1	Muir Beach	Q2792890		37.862222222222,-122.58138888889
dvp_003_place_2	Hartford	Q33486		41.763333333333,-72.685
dvp_003_place_3	Hartford	Q33486		41.763333333333,-72.685
dvp_003_place_4	Connecticut	Q779		41.6,-72.7
dvp_003_place_5	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_003_place_6	Connecticut	Q779		41.6,-72.7
dvp_003_place_7	Little Rock	Q33405		34.736111111111,-92.331111111111
dvp_003_place_8	Hartford	Q33486		41.763333333333,-72.685
dvp_003_place_9	West Hartford	Q49140		41.767777777778,-72.753888888889
dvp_003_place_10	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_003_place_11	Maine	Q724		45.5,-69
dvp_003_place_12	Maine	Q724		45.5,-69
dvp_003_place_13	St. Louis	Q38022		38.616666666667,-90.2
dvp_003_place_14	Maine	Q724		45.5,-69
dvp_003_place_15	Rangeley Lake	Q7292727		44.947416666667,-70.692944444444
dvp_003_place_16	Maine	Q724		45.5,-69
dvp_003_place_17	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_003_place_18	United States of America	Q30		39.828175,-98.5795
dvp_003_place_19	Sanborn Library	Q102113385		43.7053,-72.2898
dvp_003_place_20	Sanborn Library			43.7053,-72.2898
dvp_003_place_21	Baltimore	Q5092		39.286388888889,-76.615
dvp_003_place_22	White River Junction	Q1898562		43.6503,-72.3214
dvp_003_place_23	New Hampshire	Q759		44,-71.5
dvp_003_place_24	New Hampshire	Q759		44,-71.5
dvp_003_place_25	Montreal	Q340		45.508888888889,-73.561666666667
dvp_003_place_26	Esquire Show Bar	Q3058623		45.4986563,-73.5745464
dvp_003_place_27	Stanley Street	Q3450086		45.4997,-73.5743
dvp_003_place_28	Montreal	Q340		45.508888888889,-73.561666666667
dvp_003_place_29	Hartford	Q33486		41.763333333333,-72.685
dvp_003_place_30	Montreal	Q340		45.508888888889,-73.561666666667
dvp_003_place_31	Montreal	Q340		45.508888888889,-73.561666666667
dvp_003_place_32	Hartford	Q33486		41.763333333333,-72.685
dvp_003_place_33	Vietnam	Q881		16,108
dvp_003_place_34	Vietnam	Q881		16,108
dvp_003_place_35	Vietnam	Q881		16,108
dvp_003_place_36	Nigeria	Q1033		9,8
dvp_003_place_37	Vietnam	Q881		16,108
dvp_003_place_38	United States of America	Q30		39.828175,-98.5795
dvp_003_place_39	New Hampshire	Q759		44,-71.5
dvp_003_place_40	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_003_place_41	Vietnam	Q881		16,108
dvp_003_place_42	Harpers Ferry	Q985289		39.1931,-77.4437
dvp_003_place_43	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_003_place_44	Vietnam	Q881		16,108
dvp_003_place_45	Vietnam	Q881		16,108
dvp_003_place_46	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_003_place_47	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_003_place_48	Vietnam	Q881		16,108
dvp_003_place_49	Bình Long	Q733426		11.6511751, 106.6070795
dvp_003_place_50	Vũng Tàu	Q21194		10.404166666667,107.14166666667
dvp_003_place_51	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_003_place_52	South China Sea			12,113
dvp_003_place_53	Vũng Tàu	Q21194		10.404166666667,107.14166666667
dvp_003_place_54	Front Beach		dvp_158	10.3449566, 107.0754709
dvp_003_place_55	Back Beach		dvp_159	10.3378277, 107.0862749
dvp_003_place_56	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_003_place_57	Vietnam	Q881		16,108
dvp_003_place_58	Indochina	Q43467		16,102
dvp_003_place_59	Vietnam	Q881		16,108
dvp_003_place_60	People's Republic of China	Q148		35.844722222222224,103.45194444444445
dvp_003_place_61	Huế	Q36167		16.466666666667,107.58333333333
dvp_003_place_62	Quảng Trị	Q36579		16.75,107
dvp_003_place_63	17th parallel north	Q1204177		17,0
dvp_003_place_64	South Vietnam	Q180573		10.75,106.66666666667
dvp_003_place_65	North Vietnam	Q172640		21.033333,105.85
dvp_003_place_66	Montagnard	Q2261258		
dvp_003_place_67	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_003_place_68	Vietnam	Q881		16,108
dvp_003_place_69	New Hampshire Hall	Q101537382		43.70252,-72.28664
dvp_003_place_70	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_003_place_71	Vietnam	Q881		16,108
dvp_003_place_72	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_003_place_73	Cambodian border			
dvp_003_place_74	Toronto	Q172		43.670277777778,-79.386666666667
dvp_003_place_75	Canada	Q16		56,-109
dvp_003_place_76	Vietnam	Q881		16,108
dvp_003_place_77	Vũng Tàu	Q21194		10.404166666667,107.14166666667
dvp_003_place_78	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_003_place_79	Vietnam	Q881		16,108
dvp_003_place_80	Vũng Tàu	Q21194		10.404166666667,107.14166666667
dvp_003_place_81	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_003_place_82	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_003_place_83	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_003_place_84	Tây Ninh	Q36608		11.333333333333,106.16666666667
dvp_003_place_85	Vietnam	Q881		16,108
dvp_003_place_86	Vũng Tàu	Q21194		10.404166666667,107.14166666667
dvp_003_place_87	Vũng Tàu	Q21194		10.404166666667,107.14166666667
dvp_003_place_88	Vietnam	Q881		16,108
dvp_003_place_89	United States of America	Q30		39.828175,-98.5795
dvp_003_place_90	Vietnam	Q881		16,108
dvp_003_place_91	Florida	Q812		28.133333333333,-81.631666666667
dvp_003_place_92	Pensacola	Q486306		30.433333333333,-87.2
dvp_003_place_93	Vietnam	Q881		16,108
dvp_003_place_94	Vietnam	Q881		16,108
dvp_003_place_95	New York City	Q60		40.67,-73.94
dvp_003_place_96	New York City	Q60		40.67,-73.94
dvp_003_place_97	Plainfield	Q1009581		43.534166666667,-72.356111111111
dvp_003_place_98	Plainfield	Q1009581		44.27916666666667,-72.425
dvp_003_place_99	Vietnam	Q881		16,108
dvp_003_place_100	Taiwan	Q865		24,121
dvp_003_place_101	San Francisco	Q62		37.7775,-122.41638888888889
dvp_003_place_102	Taiwan	Q865		24,121
dvp_003_place_103	Vietnam	Q881		16,108
dvp_003_place_104	Vietnam	Q881		16,108
dvp_003_place_105	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_003_place_106	Texas	Q1439		31,-100
dvp_003_place_107	Monterey County	Q108072		36.24,-121.31
dvp_003_place_108	Taiwan	Q865		24,121
dvp_003_place_109	Vietnam	Q881		16,108
dvp_003_place_110	Vietnam	Q881		16,108
dvp_003_place_111	Vũng Tàu	Q21194		10.404166666667,107.14166666667
dvp_003_place_112	Vietnam	Q881		16,108
dvp_003_place_113	Taiwan	Q865		24,121
dvp_003_place_114	People's Republic of China	Q148		35.844722222222224,103.45194444444445
dvp_003_place_115	Taiwan	Q865		24,121
dvp_003_place_116	Taiwan	Q865		24,121
dvp_003_place_117	Okinawa	Q328615		26.334166666667,127.80555555556
dvp_003_place_118	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_003_place_119	People's Republic of China	Q148		35.844722222222224,103.45194444444445
dvp_003_place_120	Jiaxing	Q58178		30.7522,120.75
dvp_003_place_121	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_003_place_122	People's Republic of China	Q148		35.844722222222224,103.45194444444445
dvp_003_place_123	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_003_place_124	Taiwan	Q865		24,121
dvp_003_place_125	Taiwan	Q865		24,121
dvp_003_place_126	University of Southern California	Q4614		34.021667,-118.285278
dvp_003_place_127	Los Angeles	Q65		34.05223,-118.24368
dvp_003_place_128	California	Q99		37,-120
dvp_003_place_129	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_003_place_130	Iraq	Q796		33,43
dvp_003_place_131	Afghanistan	Q889		34,66
dvp_003_place_132	Iraq	Q796		33,43
dvp_003_place_133	Afghanistan	Q889		34,66
dvp_003_place_134	Taiwan	Q865		24,121
dvp_003_place_135	California	Q99		37,-120
dvp_003_place_136	Vietnam	Q881		16,108
dvp_003_place_137	United States of America	Q30		39.828175,-98.5795
dvp_003_place_138	Vietnam	Q881		16,108
dvp_003_place_139	Monterey County	Q108072		36.24,-121.31
dvp_003_place_140	San Francisco Bay	Q232264		37.6546543,-122.2374676
dvp_003_place_141	San Francisco	Q62		37.7775,-122.41638888888889
dvp_003_place_142	Carmel-by-the-Sea	Q625458		36.555277777778,-121.92333333333
dvp_003_place_143	Monterey County	Q108072		36.24,-121.31
dvp_003_place_144	Monterey County	Q108072		36.24,-121.31
dvp_003_place_145	Carmel-by-the-Sea	Q625458		36.555277777778,-121.92333333333
dvp_003_place_146	United States of America	Q30		39.828175,-98.5795
dvp_003_place_147	San Francisco	Q62		37.7775,-122.41638888888889
dvp_003_place_148	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_003_place_149	San Francisco	Q62		37.7775,-122.41638888888889
