id	name
dvp_019_event_0	World War II
dvp_019_event_1	[the Japanese attack on] Pearl Harbor
dvp_019_event_2	Midway Battle [sic; the Battle of Midway]
dvp_019_event_3	World War II
dvp_019_event_4	World War
dvp_019_event_5	Holocaust
dvp_019_event_6	World War II
dvp_019_event_7	World War II
dvp_019_event_8	Cuban Missile Crisis
dvp_019_event_9	World’s Fair
dvp_019_event_10	Vietnam
dvp_019_event_11	The Quicksand War [: Prelude to Vietnam]
dvp_019_event_12	World War II
dvp_019_event_13	War of the Running Dogs
dvp_019_event_14	Vietnam War
dvp_019_event_15	Vietnam War
dvp_019_event_16	American Civil War
dvp_019_event_17	Civil War
dvp_019_event_18	World War II
dvp_019_event_19	World War II
dvp_019_event_20	Vietnam War
dvp_019_event_21	American Revolution
dvp_019_event_22	American Revolution
dvp_019_event_23	Tet [Offensive]
dvp_019_event_24	Kristallnacht
dvp_019_event_25	World War II
