id	name	QID	dvp_id	start time	end time	point in time
dvp_027_event_0	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_027_event_1	Berlin airlift	Q12177407		1948-06-18T00:00:00Z	1949-05-12T00:00:00Z	
dvp_027_event_2	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_027_event_3	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_027_event_4	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_027_event_5	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_027_event_6	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_027_event_7	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_027_event_8	Korean War	Q8663		1950-06-25T00:00:00Z	1953-07-27T00:00:00Z	
dvp_027_event_9	Cold War	Q8683		1945-01-01T00:00:00Z	1991-12-25T00:00:00Z	
dvp_027_event_10	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_027_event_11	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_027_event_12	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_027_event_13	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_027_event_14	American Civil War	Q8676		1861-04-11T00:00:00Z	1865-05-10T00:00:00Z	
dvp_027_event_15	Franco-Prussian War	Q46083		1870-07-19T00:00:00Z	1871-05-10T00:00:00Z	
dvp_027_event_16	Franco-Prussian War	Q46083		1870-07-19T00:00:00Z	1871-05-10T00:00:00Z	
dvp_027_event_17	American Civil War	Q8676		1861-04-11T00:00:00Z	1865-05-10T00:00:00Z	
dvp_027_event_18	Siege of Vicksburg	Q1066253		1863-05-18T00:00:00Z	1863-07-04T00:00:00Z	
dvp_027_event_19	World War I	Q361		1914-07-28T00:00:00Z	1918-11-11T00:00:00Z	
dvp_027_event_20	World War II	Q362		1939-09-01T00:00:00Z	1945-09-02T00:00:00Z	
dvp_027_event_21	Vietnam War	Q8740		1959-01-01T00:00:00Z	1975-04-30T00:00:00Z	
dvp_027_event_22	French Revolution	Q6534		1789-07-14T00:00:00Z	1799-11-09T00:00:00Z	
dvp_027_event_23	American Civil War	Q8676		1861-04-11T00:00:00Z	1865-05-10T00:00:00Z	
dvp_027_event_24	Franco-Prussian War	Q46083		1870-07-19T00:00:00Z	1871-05-10T00:00:00Z	
dvp_027_event_25	The Holocaust	Q2763		1941-01-01T00:00:00Z	1945-01-01T00:00:00Z	
dvp_027_event_26	The Holocaust	Q2763		1941-01-01T00:00:00Z	1945-01-01T00:00:00Z	
dvp_027_event_27	The Holocaust	Q2763		1941-01-01T00:00:00Z	1945-01-01T00:00:00Z	
