id	persName
dvp_200_person_0	David Mannes
dvp_200_person_1	[William C.] “Bill” Riggs
dvp_200_person_2	William C. Riggs
dvp_200_person_3	[Walter C.] “Walt” Kelly [Jr.]
dvp_200_person_4	Joseph [R.] McCarthy
dvp_200_person_5	McCarthy
dvp_200_person_6	Walt Kelly
dvp_200_person_7	Joseph McCarthy
dvp_200_person_8	[Alfred G.] “Al” Capp
dvp_200_person_9	Jon Stewart
dvp_200_person_10	Jon Stewart
dvp_200_person_11	[Harry S.] Truman
dvp_200_person_12	[Franklin D.] Roosevelt
dvp_200_person_13	[Herbert C.] Hoover
dvp_200_person_14	[Fredrick M.] “Fred” Waring
dvp_200_person_15	Frances W. Sears
dvp_200_person_16	Bill
dvp_200_person_17	[William B.] “Bruce” Nickerson [’64]
dvp_200_person_18	[Anthony B.] “Tony” Thompson [’64]
dvp_200_person_19	Tony
dvp_200_person_20	Tony Thompson
dvp_200_person_21	Tony Thompson
dvp_200_person_22	Riggs
dvp_200_person_23	Leonid I.] Brezhnev
dvp_200_person_24	Richard M.] Nixon
dvp_200_person_25	[James] “Jim” Laughlin [III ‘64]
dvp_200_person_26	Riggs
dvp_200_person_27	Viet Cong
dvp_200_person_28	Bob
dvp_200_person_29	[Francis C.] “Bud” McGrath [Class of 1964]
dvp_200_person_30	Bud
dvp_200_person_31	Rev.] Dr. [Martin Luther] King [Jr.’s]
dvp_200_person_32	Freddie [C.] Gray [Jr.]
dvp_200_person_33	Donald [J.] Trump
dvp_200_person_34	Lee [A. Chilcote, Class of 1964]
dvp_200_person_35	Bud
dvp_200_person_36	Jim
dvp_200_person_37	[Philip C.] “Phil” Schaefer [Class of 1964]
