id	placeName	QID	dvp_id	coordinate location
dvp_095_place_0	Rauner Special Collections Library	Q98544730		43.70447,-72.28817
dvp_095_place_1	Hanover	Q131908		43.7,-72.28333333333333
dvp_095_place_2	Gainesville	Q487999		29.665278, -82.336111
dvp_095_place_3	South Dakota	Q1211		44.5,-100
dvp_095_place_4	San Antonio	Q975		29.425,-98.49388888888889
dvp_095_place_5	South Dakota	Q1211		44.5,-100
dvp_095_place_6	Staunton	Q502250		38.1581,-79.0764
dvp_095_place_7	South Dakota	Q1211		44.5,-100
dvp_095_place_8	Staunton	Q502250		38.1581,-79.0764
dvp_095_place_9	San Antonio	Q975		29.425,-98.49388888888889
dvp_095_place_10	Pinehurst	Q119542		35.196111111111,-79.464166666667
dvp_095_place_11	Frankfurt	Q1794		50.113611111111,8.6797222222222
dvp_095_place_12	Fort Bragg	Q991369		35.139166666667,-78.999166666667
dvp_095_place_13	Fort Hood	Q783854		31.1344744,-97.7797191
dvp_095_place_14	Germany	Q183		51,10
dvp_095_place_15	Heidelberg	Q2966		49.412222222222,8.71
dvp_095_place_16	Carlisle	Q1010228		40.2025,-77.195
dvp_095_place_17	Pennsylvania	Q1400		41,-77.5
dvp_095_place_18	Fort Jackson	Q5471392		34.039166666667,-80.822222222222
dvp_095_place_19	Fort Benning	Q1438462		32.366111111111,-84.969166666667
dvp_095_place_20	Charlottesville	Q123766		38.0299,-78.479
dvp_095_place_21	Heidelberg	Q2966		49.412222222222,8.71
dvp_095_place_22	Berlin	Q64		52.516666666667,13.383333333333
dvp_095_place_23	Long Bình	Q10786785		10.9405,106.901
dvp_095_place_24	New England	Q18389		44.205555555556,-70.306425
dvp_095_place_25	New England	Q18389		44.205555555556,-70.306425
dvp_095_place_26	New England	Q18389		44.205555555556,-70.306425
dvp_095_place_27	North Carolina	Q1454		35.5,-80
dvp_095_place_28	Texas	Q1439		31,-100
dvp_095_place_29	Georgia	Q1428		33,-83.5
