id	placeName	QID	dvp_id	coordinate location
dvp_090_place_0	Rauner Special Collections Library	Q98544730		43.70447,-72.28817
dvp_090_place_1	Hanover	Q131908		43.7,-72.28333333333333
dvp_090_place_2	Boston	Q100		42.358333333333,-71.0625
dvp_090_place_3	Boston	Q100		42.358333333333,-71.0625
dvp_090_place_4	Hull	Q2414193		42.3019,-70.9083
dvp_090_place_5	Roxbury	Q20138		42.325,-71.095277777778
dvp_090_place_6	Boston	Q100		42.358333333333,-71.0625
dvp_090_place_7	Providence	Q18383		41.82399,-71.41283
dvp_090_place_8	Milton	Q739428		42.25,-71.066666666667
dvp_090_place_9	Boston	Q100		42.358333333333,-71.0625
dvp_090_place_10	Long Island	Q18438		40.805805,-73.253616
dvp_090_place_11	Long Island	Q18438		40.805805,-73.253616
dvp_090_place_12	Long Island	Q18438		40.805805,-73.253616
dvp_090_place_13	Boston	Q100		42.358333333333,-71.0625
dvp_090_place_14	Roxbury	Q20138		42.325,-71.095277777778
dvp_090_place_15	Dorchester	Q1024037		42.316666666667,-71.05
dvp_090_place_16	Boston	Q100		42.358333333333,-71.0625
dvp_090_place_17	The Bronx	Q18426		40.84676,-73.873207
dvp_090_place_18	Long Island	Q18438		40.805805,-73.253616
dvp_090_place_19	Ireland	Q1521115		52.06,-0.34836
dvp_090_place_20	Soviet Union	Q15180		65,90
dvp_090_place_21	Russia	Q159		66.41666666666667,94.25
dvp_090_place_22	People's Republic of China	Q148		35.844722222222224,103.45194444444445
dvp_090_place_23	Vietnam	Q881		16,108
dvp_090_place_24	Boston	Q100		42.358333333333,-71.0625
dvp_090_place_25	Southeast Asia	Q11708		12,105.1
dvp_090_place_26	Thailand	Q869		14,101
dvp_090_place_27	Vietnam	Q881		16,108
dvp_090_place_28	Pensacola	Q486306		30.433333333333,-87.2
dvp_090_place_29	Vietnam	Q881		16,108
dvp_090_place_30	Vietnam	Q881		16,108
dvp_090_place_31	Vietnam	Q881		16,108
dvp_090_place_32	Vietnam	Q881		16,108
dvp_090_place_33	Vietnam	Q881		16,108
dvp_090_place_34	Mekong Delta	Q1052867		10.009,105.824
dvp_090_place_35	Mekong River	Q41179		33.152722222222,94.064027777778
dvp_090_place_36	Mỹ Tho	Q33425		10.354348,106.364034
dvp_090_place_37	Vietnam	Q881		16,108
dvp_090_place_38	Mississippi River	Q1497		47.2397,-95.2075
dvp_090_place_39	Vietnam	Q881		16,108
dvp_090_place_40	Vietnam	Q881		16,108
dvp_090_place_41	Vietnam	Q881		16,108
dvp_090_place_42	California	Q99		37,-120
dvp_090_place_43	Long Island	Q18438		40.805805,-73.253616
dvp_090_place_44	New York City	Q60		40.712728,-74.006015
dvp_090_place_45	Vietnam	Q881		16,108
dvp_090_place_46	Vietnam	Q881		16,108
dvp_090_place_47	Coronado	Q828753		32.678055555556,-117.1725
dvp_090_place_48	California	Q99		37,-120
dvp_090_place_49	San Francisco	Q62		37.7775,-122.41638888888889
dvp_090_place_50	Vietnam	Q881		16,108
dvp_090_place_51	Vietnam	Q881		16,108
dvp_090_place_52	United States of America	Q30		39.828175,-98.5795
dvp_090_place_53	Vietnam	Q881		16,108
dvp_090_place_54	Vietnam	Q881		16,108
dvp_090_place_55	Iraq	Q796		33,43
dvp_090_place_56	Afghanistan	Q889		33,66
dvp_090_place_57	Mekong Delta	Q1052867		10.009,105.824
dvp_090_place_58	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_090_place_59	Connecticut River	Q379648		45.2375,-71.2
dvp_090_place_60	Afghanistan	Q889		33,66
dvp_090_place_61	Iraq	Q796		33,43
dvp_090_place_62	Mỹ Tho	Q33425		10.354348,106.364034
dvp_090_place_63	Ngã Bảy	Q2226936		9.8163888888889,105.81972222222
dvp_090_place_64	Mỹ Tho	Q33425		10.354348,106.364034
dvp_090_place_65	United States of America	Q30		39.828175,-98.5795
dvp_090_place_66	Virginia Beach	Q49259		36.8506,-75.9779
dvp_090_place_67	Mỹ Tho	Q33425		10.354348,106.364034
dvp_090_place_68	Connecticut	Q779		41.6,-72.7
dvp_090_place_69	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_090_place_70	United States of America	Q30		39.828175,-98.5795
dvp_090_place_71	Mỹ Tho	Q33425		10.354348,106.364034
dvp_090_place_72	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_090_place_73	South China Sea	Q37660		12,113
dvp_090_place_74	Vietnam	Q881		16,108
dvp_090_place_75	Australia	Q408		-28,137
dvp_090_place_76	Cam Ranh Bay	Q11072051		11.998153,109.219372
dvp_090_place_77	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_090_place_78	Tan Son Nhut Air Base	Q4115006		10.818888888889,106.65194444444
dvp_090_place_79	Mekong Delta	Q1052867		10.009,105.824
dvp_090_place_80	United States of America	Q30		39.828175,-98.5795
dvp_090_place_81	Vietnam	Q881		16,108
dvp_090_place_82	Afghanistan	Q889		33,66
dvp_090_place_83	Vietnam	Q881		16,108
dvp_090_place_84	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_090_place_85	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_090_place_86	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
