id	orgName	QID	dvp_id
dvp_006_org_0	Dartmouth Vietnam Project	Q104889683	
dvp_006_org_1	Sanders Associates	Q7416135	
dvp_006_org_2	Dartmouth College	Q49116	
dvp_006_org_3	United States Navy	Q11220	
dvp_006_org_4	Dartmouth College	Q49116	
dvp_006_org_5	Dartmouth College	Q49116	
dvp_006_org_6	Dartmouth College	Q49116	
dvp_006_org_7	Dartmouth College	Q49116	
dvp_006_org_8	Dartmouth College	Q49116	
dvp_006_org_9	Williams College	Q49166	
dvp_006_org_10	Dartmouth College	Q49116	
dvp_006_org_11	Dartmouth College	Q49116	
dvp_006_org_12	Aquinas House	Q104889608	
dvp_006_org_13	Newman Club at Dartmouth College	Q104889627	
dvp_006_org_14	Aquinas House	Q104889608	
dvp_006_org_15	Dartmouth College	Q49116	
dvp_006_org_16	Dartmouth College ROTC	Q104889593	
dvp_006_org_17	Reserve Officers' Training Corps	Q489983	
dvp_006_org_18	United States Navy	Q11220	
dvp_006_org_19	United States Navy	Q11220	
dvp_006_org_20	Reserve Officers' Training Corps	Q489983	
dvp_006_org_21	Reserve Officers' Training Corps	Q489983	
dvp_006_org_22	United States Navy	Q11220	
dvp_006_org_23	United States Navy	Q11220	
dvp_006_org_24	V-12 Navy College Training Program	Q7905616	
dvp_006_org_25	V-12 Navy College Training Program	Q7905616	
dvp_006_org_26	Dartmouth College	Q49116	
dvp_006_org_27	United States Navy	Q11220	
dvp_006_org_28	Dartmouth College	Q49116	
dvp_006_org_29	United States Navy	Q11220	
dvp_006_org_30	United States Marine Corps	Q11218	
dvp_006_org_31	United States Navy	Q11220	
dvp_006_org_32	United States Navy	Q11220	
dvp_006_org_33	Dartmouth College	Q49116	
dvp_006_org_34	Dartmouth College	Q49116	
dvp_006_org_35	United States Navy	Q11220	
dvp_006_org_36	United States Navy	Q11220	
dvp_006_org_37	Reserve Officers' Training Corps	Q489983	
dvp_006_org_38	NAVY Reserves Officer Training Corps	Q101243251	
dvp_006_org_39	Reserve Officers' Training Corps	Q489983	
dvp_006_org_40	Georgetown University	Q333886	
dvp_006_org_41	United States Navy	Q11220	
dvp_006_org_42	Dartmouth College	Q49116	
dvp_006_org_43	United States Navy	Q11220	
dvp_006_org_44	U.S. Naval Air Force	Q104889444	
dvp_006_org_45	United States Coast Guard	Q11224	
dvp_006_org_46	United States Army	Q9212	
dvp_006_org_47	United States Air Force	Q11223	
dvp_006_org_48	United States Navy	Q11220	
dvp_006_org_49	United States Navy	Q11220	
dvp_006_org_50	United States Navy	Q11220	
dvp_006_org_51	United States Navy	Q11220	
dvp_006_org_52	United States Navy	Q11220	
dvp_006_org_53	Ivy League	Q49113	
dvp_006_org_54	Amherst College	Q49165	
dvp_006_org_55	Troy University	Q1817686	
dvp_006_org_56	Missouri University of Science and Technology	Q4380853	
dvp_006_org_57	23rd Infantry Division	Q215790	
dvp_006_org_58	3rd Infantry Regiment	Q3737022	
dvp_006_org_59	Moses Brown School	Q6915727	
dvp_006_org_60	Amherst College	Q49165	
dvp_006_org_61	The Governor's Academy	Q7737405	
dvp_006_org_62	Brown University	Q49114	
dvp_006_org_63	United States Navy	Q11220	
dvp_006_org_64	United States Navy	Q11220	
dvp_006_org_65	United States Navy	Q11220	
dvp_006_org_66	United States Navy	Q11220	
dvp_006_org_67	Indiana University	Q6608367	
dvp_006_org_68	National Collegiate Athletic Association	Q271805	
dvp_006_org_69	United States Navy SEALs	Q178033	
dvp_006_org_70	United States Navy SEALs	Q178033	
dvp_006_org_71	United States Navy SEALs	Q178033	
dvp_006_org_72	Fordham University	Q130965	
dvp_006_org_73	Princeton University	Q21578	
dvp_006_org_74	United States Navy	Q11220	
dvp_006_org_75	United States Navy	Q11220	
dvp_006_org_76	United States Navy	Q11220	
dvp_006_org_77	United States Navy	Q11220	
dvp_006_org_78	USS Gallup	Q7869562	
dvp_006_org_79	United States Navy	Q11220	
dvp_006_org_80	United States Navy	Q11220	
dvp_006_org_81	USS Gallup	Q7869562	
dvp_006_org_82	USS Gallup	Q7869562	
dvp_006_org_83	USS Gallup	Q7869562	
dvp_006_org_84	USS Gallup	Q7869562	
dvp_006_org_85	United States Navy	Q11220	
dvp_006_org_86	United States Navy	Q11220	
dvp_006_org_87	United States Army	Q9212	
dvp_006_org_88	United States Air Force	Q11223	
dvp_006_org_89	United States Air Force	Q11223	
dvp_006_org_90	United States Navy	Q11220	
dvp_006_org_91	United States Air Force	Q11223	
dvp_006_org_92	United States Air Force	Q11223	
dvp_006_org_93	United States Army	Q9212	
dvp_006_org_94	United States Navy	Q11220	
dvp_006_org_95	American Red Cross	Q470110	
dvp_006_org_96	United States Navy	Q11220	
dvp_006_org_97	USS Gallup	Q7869562	
dvp_006_org_98	USS Gallup	Q7869562	
dvp_006_org_99	USS Gallup	Q7869562	
dvp_006_org_100	National Front for the Liberation of South Vietnam	Q174423	
dvp_006_org_101	North Vietnamese regular army	Q101243309	
dvp_006_org_102	National Front for the Liberation of South Vietnam	Q174423	
dvp_006_org_103	United States Navy	Q11220	
dvp_006_org_104	United States Navy	Q11220	
dvp_006_org_105	United States Navy SEALs	Q178033	
dvp_006_org_106	United States Navy SEALs	Q178033	
dvp_006_org_107	Vietnamese Rangers	Q3277073	
dvp_006_org_108	Vietnam People's Navy	Q1324290	
dvp_006_org_109	South Vietnamese Regional Force	Q7568739	
dvp_006_org_110	South Vietnamese Popular Force	Q7568737	
dvp_006_org_111	National Front for the Liberation of South Vietnam	Q174423	
dvp_006_org_112	People's Army of Vietnam	Q3936506	
dvp_006_org_113	National Front for the Liberation of South Vietnam	Q174423	
dvp_006_org_114	United States Navy SEALs	Q178033	
dvp_006_org_115	Vietnamese Rangers	Q3277073	
dvp_006_org_116	Vietnam People's Navy	Q1324290	
dvp_006_org_117	United States Navy SEALs	Q178033	
dvp_006_org_118	National Front for the Liberation of South Vietnam	Q174423	
dvp_006_org_119	National Front for the Liberation of South Vietnam	Q174423	
dvp_006_org_120	National Front for the Liberation of South Vietnam	Q174423	
dvp_006_org_121	National Front for the Liberation of South Vietnam	Q174423	
dvp_006_org_122	USS Crockett	Q7868643	
dvp_006_org_123	USS Asheville	Q1272420	
dvp_006_org_124	USS Canon	Q7868043	
dvp_006_org_125	USS Canon	Q7868043	
dvp_006_org_126	USS Canon	Q7868043	
dvp_006_org_127	USS Gallup	Q7869562	
dvp_006_org_128	USS Canon	Q7868043	
dvp_006_org_129	USS Gallup	Q7869562	
dvp_006_org_130	Vietnam People's Navy	Q1324290	
dvp_006_org_131	Vietnam People's Navy	Q1324290	
dvp_006_org_132	Republic of Vietnam Navy	Q649920	
dvp_006_org_133	USS Gallup	Q7869562	
dvp_006_org_134	Hellenic Navy	Q1129369	
dvp_006_org_135	United States Navy	Q11220	
dvp_006_org_136	USS Gallup	Q7869562	
dvp_006_org_137	USS Gallup	Q7869562	
dvp_006_org_138	USS Gallup	Q7869562	
dvp_006_org_139	USS Gallup	Q7869562	
dvp_006_org_140	United States Coast Guard	Q11224	
dvp_006_org_141	United States Coast Guard	Q11224	
dvp_006_org_142	United States Coast Guard	Q11224	
dvp_006_org_143	USS Gallup	Q7869562	
dvp_006_org_144	Naval Forces Vietnam	Q17012161	
dvp_006_org_145	Naval Forces Vietnam	Q17012161	
dvp_006_org_146	United States Navy	Q11220	
dvp_006_org_147	L.A. Bright		
dvp_006_org_148	United States Navy	Q11220	
dvp_006_org_149	USS Gallup	Q7869562	
dvp_006_org_150	Bureau of Naval Personnel	Q4998400	
dvp_006_org_151	United States Naval Academy	Q559549	
dvp_006_org_152	Dartmouth College	Q49116	
dvp_006_org_153	Harvard University	Q13371	
dvp_006_org_154	Yale University	Q49112	
dvp_006_org_155	Auburn University	Q540672	
dvp_006_org_156	Dartmouth College	Q49116	
dvp_006_org_157	Harvard University	Q13371	
dvp_006_org_158	Auburn University	Q540672	
dvp_006_org_159	University of Alabama	Q492318	
dvp_006_org_160	Harvard University	Q13371	
dvp_006_org_161	Dartmouth College	Q49116	
dvp_006_org_162	Harvard University	Q13371	
dvp_006_org_163	Dartmouth College	Q49116	
dvp_006_org_164	Harvard University	Q13371	
dvp_006_org_165	Dartmouth College	Q49116	
dvp_006_org_166	United States Naval Academy	Q559549	
dvp_006_org_167	United States Naval Academy	Q559549	
dvp_006_org_168	United States Naval Academy	Q559549	
dvp_006_org_169	United States Naval Academy	Q559549	
dvp_006_org_170	United States Navy	Q11220	
dvp_006_org_171	United States Navy	Q11220	
dvp_006_org_172	United States Navy	Q11220	
dvp_006_org_173	United States Air Force	Q11223	
dvp_006_org_174	United States Army	Q9212	
dvp_006_org_175	United States Marine Corps	Q11218	
dvp_006_org_176	United States Army	Q9212	
dvp_006_org_177	United States Air Force	Q11223	
dvp_006_org_178	United States Navy	Q11220	
dvp_006_org_179	United States Coast Guard	Q11224	
dvp_006_org_180	United States Army	Q9212	
dvp_006_org_181	United States Army	Q9212	
dvp_006_org_182	United States Navy	Q11220	
dvp_006_org_183	United States Army	Q9212	
dvp_006_org_184	United States Armed Forces	Q11211	
dvp_006_org_185	United States Navy	Q11220	
dvp_006_org_186	United States Navy	Q11220	
dvp_006_org_187	Class of ’66		dvp_0163
dvp_006_org_188	Nam Can Naval Base	Q85787685	
dvp_006_org_189	North Vietnamese regular army	Q101243309	
dvp_006_org_190	North Vietnamese regular army	Q101243309	
dvp_006_org_191	National Front for the Liberation of South Vietnam	Q174423	
dvp_006_org_192	National Front for the Liberation of South Vietnam	Q174423	
dvp_006_org_193	North Vietnamese regular army	Q101243309	
dvp_006_org_194	United States Department of Veterans Affairs	Q592576	
dvp_006_org_195	United States Navy	Q11220	
dvp_006_org_196	’69		
dvp_006_org_197	Alpha Chi Alpha	Q4735004	
dvp_006_org_198	Dartmouth College	Q49116	
dvp_006_org_199	United States Navy	Q11220	
dvp_006_org_200	University of Maine	Q1307345	
dvp_006_org_201	Boston College Law School	Q4947841	
dvp_006_org_202	University of San Francisco School of Law	Q7896238	
dvp_006_org_203	University of Maine	Q1307345	
dvp_006_org_204	University of Maine School of Law	Q7895653	
dvp_006_org_205	University of San Francisco	Q1887879	
dvp_006_org_206	United States Army	Q9212	
dvp_006_org_207	’68		dvp_0164
dvp_006_org_208	Georgetown University	Q333886	
dvp_006_org_209	Wayne State University	Q349055	
dvp_006_org_210	United States Army	Q9212	
dvp_006_org_211	Wayne State University	Q349055	
dvp_006_org_212	University of California, San Francisco	Q1061104	
dvp_006_org_213	University of California, San Francisco	Q1061104	
dvp_006_org_214	University of San Francisco School of Law	Q7896238	
dvp_006_org_215	United States Navy	Q11220	
