id	persName
dvp_048_person_0	Hannah Markowitz
dvp_048_person_1	[Michael W.] “Mike” Parker
dvp_048_person_2	Robert [G. Parker]
dvp_048_person_3	Ruth [Trickey] Parker
dvp_048_person_4	Anna [M. Parker]
dvp_048_person_5	Senator Margaret Chase Smith
dvp_048_person_6	Ike [President Dwight D. Eisenhower]
dvp_048_person_7	[C. Allison] “Al” Merrill
dvp_048_person_8	Admiral [Elmo R.] Zumwalt [Jr.]
dvp_048_person_9	Admiral Zumwalt
dvp_048_person_10	Admiral Zumwalt’s
dvp_048_person_11	Admiral Zumwalt
dvp_048_person_12	Ensign Parker
dvp_048_person_13	Ensign Parker
dvp_048_person_14	[Fidel] Castro
dvp_048_person_15	[Albert I.] Dickerson [Class of 1930]
dvp_048_person_16	Admiral Zumwalt
dvp_048_person_17	Admiral Zumwalt
dvp_048_person_18	Zumwalt
dvp_048_person_19	Zumwalt
dvp_048_person_20	Zumwalt
dvp_048_person_21	Bud Zumwalt
dvp_048_person_22	Mike
dvp_048_person_23	Admiral
dvp_048_person_24	Admiral Zumwalt
dvp_048_person_25	[Abraham H.] Maslow’s
dvp_048_person_26	Zumwalt
dvp_048_person_27	Zumwalt
