id	name
dvp_025_event_0	Vietnam
dvp_025_event_1	[Great] Depression
dvp_025_event_2	World War II
dvp_025_event_3	[American] Civil War
dvp_025_event_4	election of 1952
dvp_025_event_5	World War I
dvp_025_event_6	World War II
dvp_025_event_7	World War I
dvp_025_event_8	First World War
dvp_025_event_9	First World War
dvp_025_event_10	World War II
dvp_025_event_11	Vietnam
dvp_025_event_12	Civil War
dvp_025_event_13	Korea [the Korean War]
dvp_025_event_14	Vietnam
dvp_025_event_15	Korean War
dvp_025_event_16	Korean War
dvp_025_event_17	[American] Revolution
dvp_025_event_18	Korea
dvp_025_event_19	Vietnam
dvp_025_event_20	Vietnam
dvp_025_event_21	Sputnik [1]
dvp_025_event_22	World War II
dvp_025_event_23	Vietnam War
dvp_025_event_24	World War II
dvp_025_event_25	World War II
dvp_025_event_26	Vietnam
dvp_025_event_27	war in Vietnam
dvp_025_event_28	Vietnam War
dvp_025_event_29	war in Vietnam
dvp_025_event_30	Mỹ Lai Massacre
dvp_025_event_31	Vietnam War
dvp_025_event_32	Vietnam War
dvp_025_event_33	World War II
dvp_025_event_34	Kent State [University shootings]
dvp_025_event_35	Kent State eruptions
dvp_025_event_36	Vietnam War
dvp_025_event_37	Vietnam War
dvp_025_event_38	shootings at Kent State
dvp_025_event_39	Vietnam War
dvp_025_event_40	Saigon fell
dvp_025_event_41	Watergate
dvp_025_event_42	Saturday Night Massacre
dvp_025_event_43	American war
dvp_025_event_44	Vietnam War
