id	persName
dvp_031_person_0	Anne Reed-Weston
dvp_031_person_1	Jim Laughlin
dvp_031_person_2	[Frances C.] Bud McGrath
dvp_031_person_3	Glen [R.] Kendall
dvp_031_person_4	[Furman K.] Neal Stanley [Jr.]
dvp_031_person_5	Neal
dvp_031_person_6	[President Lyndon B.] Johnson
dvp_031_person_7	[Edmund] Ed Frost
dvp_031_person_8	Hồ Chí Minh
dvp_031_person_9	Lê Tuẩn [Lê Duc Duẩn]
dvp_031_person_10	Viet Cong
dvp_031_person_11	President [John F.] Kennedy
dvp_031_person_12	[Ambassador] Henry Cabot Lodge [Jr.]
dvp_031_person_13	Ngô Đình Diệm
dvp_031_person_14	Nguyễn Cao Kỳ
dvp_031_person_15	[Nguyễn Văn] Thiệu
dvp_031_person_16	Johnson
dvp_031_person_17	Lt. [William] Calley [Jr.]
dvp_031_person_18	[Capt.] Ernest [L.] Medina
dvp_031_person_19	Medina
dvp_031_person_20	William [C.] Westmoreland
dvp_031_person_21	Johnson
dvp_031_person_22	Steven Burlingham [William J. Burlingham]
dvp_031_person_23	Robert [F.] Goheen
dvp_031_person_24	Goheen
dvp_031_person_25	Jim
dvp_031_person_26	Larry
dvp_031_person_27	Larry
dvp_031_person_28	President Lyndon Johnson
dvp_031_person_29	Johnson
dvp_031_person_30	Johnson
dvp_031_person_31	Turner J. Hite
dvp_031_person_32	Johnson
dvp_031_person_33	Pam
dvp_031_person_34	Professor [Edward G.] Miller
dvp_031_person_35	Johnson
dvp_031_person_36	[U.S. Secretary of Defense Robert S.] McNamara
dvp_031_person_37	Johnson
dvp_031_person_38	[former U.S. Secretary of State and, at the time of the interview, declared candidate for the U.S. presidency] Hillary [Rodham] Clinton
