id	placeName	QID	dvp_id	coordinate location
dvp_029_place_0	Maplewood	Q32525		40.72889,-74.26806
dvp_029_place_1	Newark	Q25395		40.735277777778,-74.185
dvp_029_place_2	Newark	Q25395		40.735277777778,-74.185
dvp_029_place_3	South Orange	Q656185		40.747777777778,-74.258888888889
dvp_029_place_4	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_029_place_5	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_029_place_6	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_029_place_7	The Berkshires	Q820961		42.1668,-73.1496
dvp_029_place_8	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_029_place_9	Smith College	Q49204		42.3175,-72.6375
dvp_029_place_10	South Orange	Q656185		40.747777777778,-74.258888888889
dvp_029_place_11	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_029_place_12	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_029_place_13	New Jersey	Q1408		40,-74.5
dvp_029_place_14	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_029_place_15	West Wheelock Street	Q104906195		43.7030386,-72.2996561
dvp_029_place_16	Boston	Q100		42.358333333333,-71.0625
dvp_029_place_17	Harvard University	Q13371		42.374443888889,-71.116943888889
dvp_029_place_18	Harvard University	Q13371		42.374443888889,-71.116943888889
dvp_029_place_19	Boston	Q100		42.358333333333,-71.0625
dvp_029_place_20	Vietnam	Q881		16,108
dvp_029_place_21	Harvard University	Q13371		42.374443888889,-71.116943888889
dvp_029_place_22	Boston	Q100		42.358333333333,-71.0625
dvp_029_place_23	Boston	Q100		42.358333333333,-71.0625
dvp_029_place_24	Boston	Q100		42.358333333333,-71.0625
dvp_029_place_25	Boston	Q100		42.358333333333,-71.0625
dvp_029_place_26	New Jersey	Q1408		40,-74.5
dvp_029_place_27	Boston	Q100		42.358333333333,-71.0625
dvp_029_place_28	Vietnam	Q881		16,108
dvp_029_place_29	New Jersey	Q1408		40,-74.5
dvp_029_place_30	Newark Liberty International Airport	Q466786		40.6925,-74.1686
dvp_029_place_31	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_029_place_32	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_029_place_33	Virginia	Q1370		37.5,-79
dvp_029_place_34	Virginia	Q1370		37.5,-79
dvp_029_place_35	The Pentagon	Q11208		38.871111,-77.055833
dvp_029_place_36	The Pentagon	Q11208		38.871111,-77.055833
dvp_029_place_37	Fort Dix	Q1087169		40.019166666667,-74.522777777778
dvp_029_place_38	Vietnam	Q881		16,108
dvp_029_place_39	Vietnam	Q881		16,108
