id	placeName	QID	dvp_id	coordinate location
dvp_098_place_0	Rauner Special Collections Library	Q98544730		43.70447,-72.28817
dvp_098_place_1	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_2	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_3	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_4	United States of America	Q30		39.828175,-98.5795
dvp_098_place_5	National Mall	Q465811		38.88944444444444,-77.02305555555556
dvp_098_place_6	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_098_place_7	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_8	Tokyo	Q1490		35.689722222222,139.69222222222
dvp_098_place_9	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_10	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_11	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_12	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_13	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_14	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_098_place_15	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_16	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_17	Hanover	Q131908		43.7,-72.28333333333333
dvp_098_place_18	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_19	Mount Moosilauke	Q3321961		44.024511111111,-71.830916666667
dvp_098_place_20	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_21	Goldfarb Gymnasium	Q108862291		39.33261516316381,-76.62082321985837
dvp_098_place_22	The Green	Q7738117		43.7033,-72.2886
dvp_098_place_23	Vietnam	Q881		16,108
dvp_098_place_24	Main Street [in Hanover, New Hampshire]	Q107523326		43.69622197788141, -72.28977660207013
dvp_098_place_25	London	Q84		51.507222222222,-0.1275
dvp_098_place_26	Tiananmen Square	Q164055		39.904567,116.391392
dvp_098_place_27	Manchester	Q48370		42.990833333333,-71.463611111111
dvp_098_place_28	Manchester	Q48370		42.990833333333,-71.463611111111
dvp_098_place_29	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_098_place_30	Memorial Field	Q6815406		43.701111,-72.284167
dvp_098_place_31	United States of America	Q30		39.828175,-98.5795
dvp_098_place_32	People's Republic of China	Q148		35.844722222222224,103.45194444444445
dvp_098_place_33	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_34	Columbia University	Q49088		40.8075,-73.961944444444
dvp_098_place_35	Harvard University	Q13371		42.374443888889,-71.116943888889
dvp_098_place_36	San Francisco State University	Q1256981		37.723333333333,-122.47972222222
dvp_098_place_37	University of California, Berkeley	Q168756		37.87,-122.259
dvp_098_place_38	Madison	Q43788		43.07472222222222,-89.38416666666667
dvp_098_place_39	Vietnam	Q881		16,108
dvp_098_place_40	Vietnam	Q881		16,108
dvp_098_place_41	Memorial Field	Q6815406		43.701111,-72.284167
dvp_098_place_42	Columbia University	Q49088		40.8075,-73.961944444444
dvp_098_place_43	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_098_place_44	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_098_place_45	Vietnam	Q881		16,108
dvp_098_place_46	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_098_place_47	Hanover Inn Dartmouth	Q56427380		43.70224, -72.28899
dvp_098_place_48	Collis Center for Student Involvement	Q100725367		43.70277,-72.28991
dvp_098_place_49	Collis Center for Student Involvement	Q100725367		43.70277,-72.28991
dvp_098_place_50	Collis Center for Student Involvement	Q100725367		43.70277,-72.28991
dvp_098_place_51	Collis Center for Student Involvement	Q100725367		43.70277,-72.28991
dvp_098_place_52	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_098_place_53	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_098_place_54	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_098_place_55	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_098_place_56	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_098_place_57	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_098_place_58	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_098_place_59	The Green	Q7738117		43.7033,-72.2886
dvp_098_place_60	Hanover	Q131908		43.7,-72.28333333333333
dvp_098_place_61	Hanover	Q131908		43.7,-72.28333333333333
dvp_098_place_62	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_098_place_63	United States of America	Q30		39.828175,-98.5795
dvp_098_place_64	Vietnam	Q881		16,108
dvp_098_place_65	United States of America	Q30		39.828175,-98.5795
dvp_098_place_66	Vietnam	Q881		16,108
dvp_098_place_67	Columbia University	Q49088		40.8075,-73.961944444444
dvp_098_place_68	San Francisco State University	Q1256981		37.723333333333,-122.47972222222
dvp_098_place_69	Harvard University	Q13371		42.374443888889,-71.116943888889
dvp_098_place_70	Rockingham County Jail	Q105427232		43.0141831,-71.0508009
dvp_098_place_71	Rockingham Hilton			
dvp_098_place_72	New Hampshire	Q759		44,-71.5
dvp_098_place_73	Rockingham County Jail	Q105427232		43.0141831,-71.0508009
dvp_098_place_74	United States of America	Q30		39.828175,-98.5795
dvp_098_place_75	Vietnam	Q881		16,108
dvp_098_place_76	West Lebanon	Q7985727		43.649166666667,-72.310277777778
dvp_098_place_77	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_78	Hanover	Q131908		43.7,-72.28333333333333
dvp_098_place_79	Hanover	Q131908		43.7,-72.28333333333333
dvp_098_place_80	Canada	Q16		56,-109
dvp_098_place_81	Canada	Q16		56,-109
dvp_098_place_82	Vietnam	Q881		16,108
dvp_098_place_83	Vietnam	Q881		16,108
dvp_098_place_84	South Africa	Q258		-29,24
dvp_098_place_85	South Africa	Q258		-29,24
dvp_098_place_86	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_87	Vietnam	Q881		16,108
dvp_098_place_88	Vietnam	Q881		16,108
dvp_098_place_89	New York City	Q60		40.712728,-74.006015
dvp_098_place_90	Cuba	Q241		22,-79.5
dvp_098_place_91	Cuba	Q241		22,-79.5
dvp_098_place_92	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_098_place_93	Vietnam	Q881		16,108
dvp_098_place_94	Austin	Q16559		30.3,-97.733333333333
dvp_098_place_95	Texas	Q1439		31,-100
dvp_098_place_96	Austin	Q16559		30.3,-97.733333333333
dvp_098_place_97	West Virginia	Q1371		39,-80.5
dvp_098_place_98	West Virginia	Q1371		39,-80.5
dvp_098_place_99	Boston	Q100		42.358333333333,-71.0625
dvp_098_place_100	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_098_place_101	Boston	Q100		42.358333333333,-71.0625
dvp_098_place_102	Boston	Q100		42.358333333333,-71.0625
dvp_098_place_103	Nicaragua	Q811		13,-85
dvp_098_place_104	Iran	Q794		32,53
dvp_098_place_105	Nicaragua	Q811		13,-85
dvp_098_place_106	Nicaragua	Q811		13,-85
dvp_098_place_107	Vietnam	Q881		16,108
dvp_098_place_108	White House	Q35525		38.897669444444,-77.03655
dvp_098_place_109	North Korea	Q423		40,127
dvp_098_place_110	Vietnam	Q881		16,108
dvp_098_place_111	Ho Chi Minh City	Q1854		10.816666666667,106.63333333333
dvp_098_place_112	Pennsylvania	Q1400		41,-77.5
dvp_098_place_113	Baltimore	Q5092		39.286388888889,-76.615
dvp_098_place_114	Vietnam	Q881		16,108
dvp_098_place_115	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_098_place_116	Winter Park	Q986641		28.596111111111,-81.346666666667
dvp_098_place_117	Parkhurst Hall	Q100952777		43.70404,-72.28995
dvp_098_place_118	Parkhurst Hall	Q100952777		43.70404,-72.28995
