id	persName
dvp_010_person_0	Hannah Chung
dvp_010_person_1	Bruce Jolly
dvp_010_person_2	Bruce Jolly
dvp_010_person_3	Jolly
dvp_010_person_4	[Joseph W.A.] Whitehorne [III]
dvp_010_person_5	[Louis C.] “Lou” Morton
dvp_010_person_6	Morton
dvp_010_person_7	William [R. “Sarge”] Brown
dvp_010_person_8	Brown
dvp_010_person_9	Elvis [A.] Presley
dvp_010_person_10	Elvis
dvp_010_person_11	Bob Dylan
dvp_010_person_12	[the Rev.] Martin Luther King [Jr.]
dvp_010_person_13	Martin Luther King
dvp_010_person_14	John Wayne
dvp_010_person_15	Wayne
dvp_010_person_16	Nguyen
dvp_010_person_17	Jolly
dvp_010_person_18	Ben
dvp_010_person_19	Neil [A.] Armstrong
dvp_010_person_20	Bob Hope
dvp_010_person_21	Bob Hope
dvp_010_person_22	Bob Hope
dvp_010_person_23	Bob Hope
dvp_010_person_24	Bob Hope
dvp_010_person_25	Neil Armstrong
dvp_010_person_26	Armstrong
dvp_010_person_27	Bob Hope
dvp_010_person_28	Ben Richardson
dvp_010_person_29	Hill
dvp_010_person_30	Hill
dvp_010_person_31	[President Richard M.] Nixon
dvp_010_person_32	Nixon
dvp_010_person_33	Hannah
dvp_010_person_34	Jolly
dvp_010_person_35	Jolly
dvp_010_person_36	Ho Chi Minh [City]
dvp_010_person_37	Bob Hope
