id	name
dvp_029_event_0	World War II
dvp_029_event_1	Vietnam
dvp_029_event_2	Vietnam
dvp_029_event_3	Korea
dvp_029_event_4	Korean War
dvp_029_event_5	Korean War ever reach campus?
dvp_029_event_6	Korea
dvp_029_event_7	Vietnam
dvp_029_event_8	Vietnam
dvp_029_event_9	World War II
dvp_029_event_10	Vietnam
dvp_029_event_11	Vietnam
dvp_029_event_12	Tet [Offensive]
dvp_029_event_13	Vietnam
dvp_029_event_14	Vietnam
dvp_029_event_15	Vietnam
dvp_029_event_16	Vietnam
dvp_029_event_17	Vietnam
dvp_029_event_18	Vietnam
dvp_029_event_19	Vietnam
dvp_029_event_20	Vietnam
dvp_029_event_21	Vietnam
