id	placeName	QID	dvp_id	coordinate location
dvp_006_place_0	Rauner Special Collections Library	Q98544730		43.70447,-72.28817
dvp_006_place_1	Massachusetts General Hospital	Q126412		42.362805555556,-71.068630555556
dvp_006_place_2	Massachusetts General Hospital	Q126412		42.362805555556,-71.068630555556
dvp_006_place_3	Boston	Q100		42.358333333333,-71.0625
dvp_006_place_4	New Hampshire	Q759		44,-71.5
dvp_006_place_5	Massachusetts General Hospital	Q126412		42.362805555556,-71.068630555556
dvp_006_place_6	New Hampshire	Q759		44,-71.5
dvp_006_place_7	New Hampshire	Q759		44,-71.5
dvp_006_place_8	Nashua	Q48274		42.7575,-71.464444444444
dvp_006_place_9	New York City	Q60		40.67,-73.94
dvp_006_place_10	New Hampshire	Q759		44,-71.5
dvp_006_place_11	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_006_place_12	Atlanta	Q23556		33.756944444444,-84.390277777778
dvp_006_place_13	Nashua	Q48274		42.7575,-71.464444444444
dvp_006_place_14	Everett Turnpike	Q1075442		
dvp_006_place_15	New Hampshire	Q759		44,-71.5
dvp_006_place_16	Mid Fayerweather Hall	Q104891220		43.7037434,-72.2864077
dvp_006_place_17	Thayer Hall	Q98636574		43.70309,-72.29092
dvp_006_place_18	Thayer Hall	Q98636574		43.70309,-72.29092
dvp_006_place_19	The Hanover Public House	Q26483062		51.945524,1.288893
dvp_006_place_20	The Hanover Public House	Q26483062		51.945524,1.288893
dvp_006_place_21	American Legion Hall	Q104891259		43.723033,-72.3181721
dvp_006_place_22	Norwich	Q1510465		43.730277777778,-72.303055555556
dvp_006_place_23	Davis Rink	Q65044199		43.7010167,-72.2814949
dvp_006_place_24	The Green	Q7738117		43.7033,-72.2886
dvp_006_place_25	Vietnam	Q881		16,108
dvp_006_place_26	The Green	Q7738117		43.7033,-72.2886
dvp_006_place_27	Vietnam	Q881		16,108
dvp_006_place_28	Scully-Fahey Field	Q7439430		43.7,-72.277778
dvp_006_place_29	Bath	Q810784		43.916388888889,-69.8225
dvp_006_place_30	Vietnam	Q881		16,108
dvp_006_place_31	Vietnam	Q881		16,108
dvp_006_place_32	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_006_place_33	Vietnam	Q881		16,108
dvp_006_place_34	Aleutian Islands	Q119285		52,-174
dvp_006_place_35	Mediterranean Sea	Q4918		38,17
dvp_006_place_36	Vietnam	Q881		16,108
dvp_006_place_37	Florida	Q812		28.133333333333,-81.631666666667
dvp_006_place_38	Bermuda	Q23635		32.333333,-64.75
dvp_006_place_39	Atlanta	Q23556		33.756944444444,-84.390277777778
dvp_006_place_40	Atlanta	Q23556		33.756944444444,-84.390277777778
dvp_006_place_41	Atlanta	Q23556		33.756944444444,-84.390277777778
dvp_006_place_42	Florida	Q812		28.133333333333,-81.631666666667
dvp_006_place_43	Hanover	Q131908		43.7,-72.28333333333333
dvp_006_place_44	Albany	Q24861		42.65,-73.766666666667
dvp_006_place_45	Hanover	Q131908		43.7,-72.28333333333333
dvp_006_place_46	Boston	Q100		42.358333333333,-71.0625
dvp_006_place_47	State College	Q1187041		40.791388888889,-77.858611111111
dvp_006_place_48	Minneapolis	Q36091		44.981944444444444,-93.26916666666666
dvp_006_place_49	Crow Indian Reservation	Q4241804		45.38555556,-107.74666667
dvp_006_place_50	Grand Teton National Park	Q222695		43.833333333333,-110.70083333333
dvp_006_place_51	Seattle	Q5083		47.60621,-122.33207
dvp_006_place_52	Newport	Q54264		41.488002,-71.312622
dvp_006_place_53	Officer Candidate School	Q17153892		41.5197943,-71.3250178
dvp_006_place_54	Newport	Q54264		41.488002,-71.312622
dvp_006_place_55	Ohio	Q1397		40.5,-82.5
dvp_006_place_56	Alabama	Q173		32.7,-86.7
dvp_006_place_57	Newport	Q54264		41.488002,-71.312622
dvp_006_place_58	Vietnam	Q881		16,108
dvp_006_place_59	Vietnam	Q881		16,108
dvp_006_place_60	North Vietnam	Q172640		21.033333,105.85
dvp_006_place_61	New York City	Q60		40.67,-73.94
dvp_006_place_62	Vietnam	Q881		16,108
dvp_006_place_63	Newport	Q54264		41.488002,-71.312622
dvp_006_place_64	Prince Mohammad Bin Abdulaziz International Airport	Q1205940		24.550277777778,39.705833333333
dvp_006_place_65	Newport	Q54264		41.488002,-71.312622
dvp_006_place_66	Dam Neck	Q49888187		36.781388888889,-75.979444444444
dvp_006_place_67	Naval Base Point Loma	Q6981762		32.6769,-117.245
dvp_006_place_68	Dam Neck	Q49888187		36.781388888889,-75.979444444444
dvp_006_place_69	Virginia Beach	Q49259		36.8506,-75.9779
dvp_006_place_70	North Carolina border			
dvp_006_place_71	Norfolk	Q49231		36.854627777778,-76.274394444444
dvp_006_place_72	Naval Station Norfolk	Q1627684		36.945,-76.3133
dvp_006_place_73	Athens	Q203263		33.955277777778,-83.383055555556
dvp_006_place_74	San Diego	Q16552		32.715,-117.1625
dvp_006_place_75	San Diego	Q16552		32.715,-117.1625
dvp_006_place_76	San Diego	Q16552		32.715,-117.1625
dvp_006_place_77	Manhattan Beach	Q568610		33.888888888889,-118.40527777778
dvp_006_place_78	Greater Los Angeles Area	Q1050826		35.05694444,-118.25
dvp_006_place_79	Japan	Q17		35,136
dvp_006_place_80	Yokosuka	Q200578		35.25,139.66666666667
dvp_006_place_81	Cam Ranh Bay	Q11072051		11.998153,109.219372
dvp_006_place_82	South Vietnam	Q180573		10.75,106.66666666667
