id	placeName	QID	dvp_id	coordinate location
dvp_038_place_0	Hanover	Q131908		43.7,-72.28333333333333
dvp_038_place_1	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_038_place_2	Philadelphia	Q1345		39.952777777778,-75.163611111111
dvp_038_place_3	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_038_place_4	Philadelphia	Q1345		39.952777777778,-75.163611111111
dvp_038_place_5	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_6	Philadelphia	Q1345		39.952777777778,-75.163611111111
dvp_038_place_7	New York City	Q60		40.67,-73.94
dvp_038_place_8	Philadelphia	Q1345		39.952777777778,-75.163611111111
dvp_038_place_9	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_038_place_10	Silver Spring	Q755741		39.002441,-77.020791
dvp_038_place_11	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_038_place_12	Silver Spring	Q755741		39.002441,-77.020791
dvp_038_place_13	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_14	New York City	Q60		40.67,-73.94
dvp_038_place_15	New York City	Q60		40.67,-73.94
dvp_038_place_16	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_17	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_18	Philadelphia	Q1345		39.952777777778,-75.163611111111
dvp_038_place_19	Silver Spring	Q755741		39.002441,-77.020791
dvp_038_place_20	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_21	Hanover	Q131908		43.7,-72.28333333333333
dvp_038_place_22	San Francisco	Q62		37.7775,-122.41638888888889
dvp_038_place_23	New York City	Q60		40.67,-73.94
dvp_038_place_24	Silver Spring	Q755741		
dvp_038_place_25	Maryland	Q1391		39,-76.7
dvp_038_place_26	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_038_place_27	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_28	Silver Spring	Q755741		39.002441,-77.020791
dvp_038_place_29	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_30	Silver Spring	Q755741		39.002441,-77.020791
dvp_038_place_31	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_32	New York City	Q60		40.67,-73.94
dvp_038_place_33	New York City	Q60		40.67,-73.94
dvp_038_place_34	White House	Q35525		38.897669444444,-77.03655
dvp_038_place_35	Mississippi	Q1494		33,-90
dvp_038_place_36	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_038_place_37	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_038_place_38	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_038_place_39	Mississippi	Q1494		33,-90
dvp_038_place_40	New York City	Q60		40.67,-73.94
dvp_038_place_41	New York City	Q60		40.67,-73.94
dvp_038_place_42	United States of America	Q30		39.828175,-98.5795
dvp_038_place_43	New York City	Q60		40.67,-73.94
dvp_038_place_44	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_038_place_45	Yellow Springs	Q49000		39.801666666667,-83.892777777778
dvp_038_place_46	France	Q142		47,2
dvp_038_place_47	United States of America	Q30		39.828175,-98.5795
dvp_038_place_48	California	Q99		37,-120
dvp_038_place_49	Boston	Q100		42.358333333333,-71.0625
dvp_038_place_50	Arizona	Q816		34.286667,-111.656944
dvp_038_place_51	Arizona	Q816		34.286667,-111.656944
dvp_038_place_52	Boston	Q100		42.358333333333,-71.0625
dvp_038_place_53	California	Q99		37,-120
dvp_038_place_54	Silver Spring	Q755741		39.002441,-77.020791
dvp_038_place_55	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_56	Silver Spring	Q755741		39.002441,-77.020791
dvp_038_place_57	Silver Spring	Q755741		39.002441,-77.020791
dvp_038_place_58	New York City	Q60		40.67,-73.94
dvp_038_place_59	Washington, D.C.	Q61		38.895,-77.036666666667
dvp_038_place_60	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_61	New York City	Q60		40.67,-73.94
dvp_038_place_62	New York City	Q60		40.67,-73.94
dvp_038_place_63	New York City	Q60		40.67,-73.94
dvp_038_place_64	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_65	Silver Spring	Q755741		39.002441,-77.020791
dvp_038_place_66	Silver Spring	Q755741		39.002441,-77.020791
dvp_038_place_67	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_68	Lake Placid	Q192700		44.285555555556,-73.985277777778
dvp_038_place_69	Silver Spring	Q755741		39.002441,-77.020791
dvp_038_place_70	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_71	New York City	Q60		40.67,-73.94
dvp_038_place_72	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_73	White Plains	Q462177		41.04,-73.778611111111
dvp_038_place_74	White Plains High School	Q106961976		41.0200836, -73.7377765
dvp_038_place_75	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_038_place_76	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_038_place_77	Wellesley College	Q49205		42.29528,-71.30667
dvp_038_place_78	Mount Holyoke College	Q1140542		42.255586,-72.574503
dvp_038_place_79	Smith College	Q49204		42.3175,-72.6375
dvp_038_place_80	Missouri	Q1581)		
dvp_038_place_81	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_038_place_82	Cornell University	Q49115		42.447222222222,-76.483055555556
dvp_038_place_83	Pennsylvania	Q1400		41,-77.5
dvp_038_place_84	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dvp_038_place_85	Lake Placid	Q21197036		
dvp_038_place_86	New Hampshire	Q3472179		40.556111111111,-83.952777777778
dvp_038_place_87	Mount Moosilauke	Q3321961		44.024511111111,-71.830916666667
dvp_038_place_88	Russell Sage Hall	Q100707799		43.7054,-72.29063
dvp_038_place_89	El-Hajj Malik El-Shabazz Center			
dvp_038_place_90	Canada	Q16		56,-109
