id	persName
dvp_014_person_0	Bradley [R.] Geismar
dvp_014_person_1	Mr. John [M.] Morton
dvp_014_person_2	John
dvp_014_person_3	Michael [E.] Strauss
dvp_014_person_4	[Penelope T.] “Penny” Pitou
dvp_014_person_5	Penny Pitou
dvp_014_person_6	Dartmouth
dvp_014_person_7	Morty
dvp_014_person_8	Penny Pitou
dvp_014_person_9	Egon Zimmerman [I]
dvp_014_person_10	Becker
dvp_014_person_11	[Robert] “Bobo” Sheehan
dvp_014_person_12	Bobo
dvp_014_person_13	Cadet Morton
dvp_014_person_14	Lt. Morton
dvp_014_person_15	Lt. Morton
dvp_014_person_16	Morrissey
dvp_014_person_17	Morton
dvp_014_person_18	Major Hightower
dvp_014_person_19	Lt. Morton
dvp_014_person_20	John Paul Vann
dvp_014_person_21	Viet Cong
dvp_014_person_22	MAT
dvp_014_person_23	Lt. Morton
dvp_014_person_24	Michael [S.] Yamashita
dvp_014_person_25	[Cornelius M.] “Neil” Sheehan
dvp_014_person_26	Sheehan
dvp_014_person_27	Capt. Morton
dvp_014_person_28	Sgt. Boone
dvp_014_person_29	Carol [C.] Burnett
dvp_014_person_30	[Adolf] Hitler
dvp_014_person_31	Hitler
dvp_014_person_32	Hitler
dvp_014_person_33	George Morton
dvp_014_person_34	Bradley Geismar
dvp_014_person_35	John Morton
dvp_014_person_36	John Morton
dvp_014_person_37	John
dvp_014_person_38	George Wilson
dvp_014_person_39	[William M.] “Billy” Mills
dvp_014_person_40	Arthur [R.] Ashe [Jr.]
dvp_014_person_41	George Wilson
dvp_014_person_42	[Sven S. Johanson]
dvp_014_person_43	Sven Johanson
dvp_014_person_44	Sven
dvp_014_person_45	Morton
dvp_014_person_46	Sven Johanson
dvp_014_person_47	Sven
dvp_014_person_48	Sven
dvp_014_person_49	[Thomas E. P.] “Tom” Brady [Jr.]
dvp_014_person_50	[William C.] “Bill” Koch
dvp_014_person_51	Bill Koch
dvp_014_person_52	[Timothy J.] “Tim” Burke
dvp_014_person_53	Tom Brady
dvp_014_person_54	Tim Burke
dvp_014_person_55	Tom Brady
dvp_014_person_56	Tim Burke
dvp_014_person_57	[Richard N.] “Dick” Mize
dvp_014_person_58	Dick Mize
dvp_014_person_59	[James W.] “Jim” Page [Class of 1963]
dvp_014_person_60	[C. Allison] “Al” Merrill
dvp_014_person_61	Al
dvp_014_person_62	Jim Page
dvp_014_person_63	[James W.] “Jim” Page [Class of 1963]
dvp_014_person_64	[A.] Bayard Russ
dvp_014_person_65	Bayard Russ
dvp_014_person_66	Bayard Russ
dvp_014_person_67	[Lawrence] “Larry” [E.] Raab
dvp_014_person_68	Bayard Russ
dvp_014_person_69	Bayard
dvp_014_person_70	Bayard
dvp_014_person_71	[Robert B.] “Bobby” Clark
dvp_014_person_72	Ruff Patterson
dvp_014_person_73	Cami [Thompson Graves]
dvp_014_person_74	John
dvp_014_person_75	John
dvp_014_person_76	Brad
